initial_trust,initial_risk,round,trust
0.1,0.2368421052631579,32,0.04717097618240978
0.1,0.2368421052631579,33,0.04581511088110851
0.1,0.2368421052631579,34,0.04406168178721048
0.1,0.2368421052631579,35,0.04213070981226999
0.1,0.2368421052631579,36,0.040398865197920464
0.1,0.2368421052631579,37,0.038670146533582014
0.1,0.2368421052631579,38,0.037165602675378676
0.1,0.2368421052631579,39,0.03529593381880837
0.1,0.2368421052631579,40,0.03390143691864658
0.1,0.2368421052631579,41,0.03245850030961616
0.1,0.2368421052631579,42,0.030654141329624227
0.1,0.2368421052631579,43,0.02916379288032135
0.1,0.2368421052631579,44,0.027994933159809915
0.1,0.2368421052631579,45,0.026910826266805687
0.1,0.2368421052631579,46,0.025963213930972784
0.1,0.2368421052631579,47,0.025049053572893172
0.1,0.2368421052631579,48,0.02405338174610975
0.1,0.2368421052631579,49,0.02284429620743473
0.1,0.2368421052631579,50,0.021865605850215457
0.1,0.2368421052631579,51,0.020977617053448055
0.1,0.2368421052631579,52,0.01986762093535522
0.1,0.2368421052631579,53,0.0189229900128087
0.1,0.2368421052631579,54,0.018168851368562583
0.1,0.2368421052631579,55,0.01769158545795692
0.1,0.2368421052631579,56,0.01698732140226008
0.1,0.2368421052631579,57,0.016500851214874695
0.1,0.2368421052631579,58,0.015845464076757926
