initial_trust,initial_risk,round,quorum
0.1,0.04736842105263158,67,0.627472952329114
0.1,0.04736842105263158,68,0.6274248939804122
0.1,0.04736842105263158,69,0.6274047473528576
0.1,0.04736842105263158,70,0.6273635706045777
0.1,0.04736842105263158,71,0.6273635706045777
0.1,0.04736842105263158,72,0.6273209041936436
0.1,0.04736842105263158,73,0.6272705032936131
0.1,0.04736842105263158,74,0.6272049618925912
0.1,0.04736842105263158,75,0.6271668655248532
0.1,0.04736842105263158,76,0.6271166053106892
0.1,0.04736842105263158,77,0.6270907473619975
0.1,0.04736842105263158,78,0.6270877193229227
0.1,0.04736842105263158,79,0.6270478527776301
0.1,0.04736842105263158,80,0.6270408473101142
0.1,0.04736842105263158,81,0.6270326349804863
0.1,0.04736842105263158,82,0.6269892174840352
0.1,0.04736842105263158,83,0.6269418973544351
0.1,0.04736842105263158,84,0.6269226834417257
0.1,0.04736842105263158,85,0.6269205522842587
0.1,0.04736842105263158,86,0.6269048912717438
0.1,0.04736842105263158,87,0.6268672306766232
0.1,0.04736842105263158,88,0.6268086632689843
0.1,0.04736842105263158,89,0.6267983528647822
0.1,0.04736842105263158,90,0.6267420139890725
0.1,0.04736842105263158,91,0.6266909532183677
0.1,0.04736842105263158,92,0.6266590398185443
0.1,0.04736842105263158,93,0.6266210216118038
0.1,0.04736842105263158,94,0.6265928081680877
0.1,0.04736842105263158,95,0.6265523164358291
0.1,0.04736842105263158,96,0.6265308116900765
0.1,0.04736842105263158,97,0.6264925369807967
0.1,0.04736842105263158,98,0.6264425418904243
0.1,0.04736842105263158,99,0.6263807081207675
0.1,0.09473684210526316,0,0.63
0.1,0.09473684210526316,1,0.6299461643721148
0.1,0.09473684210526316,2,0.6298724870183422
0.1,0.09473684210526316,3,0.6298149786910989
0.1,0.09473684210526316,4,0.629726300646827
0.1,0.09473684210526316,5,0.629678544940893
0.1,0.09473684210526316,6,0.6296252204513604
0.1,0.09473684210526316,7,0.6295345305813874
0.1,0.09473684210526316,8,0.6294600703754366
0.1,0.09473684210526316,9,0.6294054683746029
0.1,0.09473684210526316,10,0.6293477468771292
0.1,0.09473684210526316,11,0.629314745179327
0.1,0.09473684210526316,12,0.6292291671640915
0.1,0.09473684210526316,13,0.6291794959778828
0.1,0.09473684210526316,14,0.6290965630477576
0.1,0.09473684210526316,15,0.6290214929520583
0.1,0.09473684210526316,16,0.6289312726102483
0.1,0.09473684210526316,17,0.6288489905465272
0.1,0.09473684210526316,18,0.6287921794634067
0.1,0.09473684210526316,19,0.6286950907494496
0.1,0.09473684210526316,20,0.6286099613822458
0.1,0.09473684210526316,21,0.6285429067876338
0.1,0.09473684210526316,22,0.6284720374552741
0.1,0.09473684210526316,23,0.6284278569072963
0.1,0.09473684210526316,24,0.6283843385147364
0.1,0.09473684210526316,25,0.6283180702868071
0.1,0.09473684210526316,26,0.6282183293494674
0.1,0.09473684210526316,27,0.6281592457681597
0.1,0.09473684210526316,28,0.6280778796637139
0.1,0.09473684210526316,29,0.6280094761901596
0.1,0.09473684210526316,30,0.6279430663109092
0.1,0.09473684210526316,31,0.6279071501231227
0.1,0.09473684210526316,32,0.6278489263941449
0.1,0.09473684210526316,33,0.6277809382218895
0.1,0.09473684210526316,34,0.627737615731898
0.1,0.09473684210526316,35,0.6276703488950086
0.1,0.09473684210526316,36,0.6276190667797624
0.1,0.09473684210526316,37,0.6275403191920593
0.1,0.09473684210526316,38,0.6274488894295343
0.1,0.09473684210526316,39,0.627390882821568
0.1,0.09473684210526316,40,0.6273086364751747
0.1,0.09473684210526316,41,0.6272332515130188
0.1,0.09473684210526316,42,0.6271669308471582
0.1,0.09473684210526316,43,0.6270706064350459
0.1,0.09473684210526316,44,0.6269840222134604
0.1,0.09473684210526316,45,0.6268833898544848
0.1,0.09473684210526316,46,0.626784869762442
0.1,0.09473684210526316,47,0.6267439056049741
0.1,0.09473684210526316,48,0.6266445811708911
0.1,0.09473684210526316,49,0.6265440139750273
0.1,0.09473684210526316,50,0.6264869533741684
0.1,0.09473684210526316,51,0.6264476777751278
0.1,0.09473684210526316,52,0.6264099055453685
0.1,0.09473684210526316,53,0.6263571211780468
0.1,0.09473684210526316,54,0.6263172696127994
0.1,0.09473684210526316,55,0.6262431439973577
0.1,0.09473684210526316,56,0.6262050598064309
0.1,0.09473684210526316,57,0.6261685932787874
0.1,0.09473684210526316,58,0.6260754909173416
0.1,0.09473684210526316,59,0.625990495706755
0.1,0.09473684210526316,60,0.6259209068175707
0.1,0.09473684210526316,61,0.6258403399823099
0.1,0.09473684210526316,62,0.6257914527752034
0.1,0.09473684210526316,63,0.6257174554293785
0.1,0.09473684210526316,64,0.62565927392685
0.1,0.09473684210526316,65,0.6255704998389561
0.1,0.09473684210526316,66,0.625486953607371
0.1,0.09473684210526316,67,0.6253996598029978
0.1,0.09473684210526316,68,0.6253484152796742
0.1,0.09473684210526316,69,0.6253152283017561
0.1,0.09473684210526316,70,0.6252768362659104
0.1,0.09473684210526316,71,0.6252305095303546
0.1,0.09473684210526316,72,0.6251599580249996
0.1,0.09473684210526316,73,0.6250741047598701
0.1,0.09473684210526316,74,0.6249910153051895
0.1,0.09473684210526316,75,0.6249134522556148
0.1,0.09473684210526316,76,0.6248599177448715
0.1,0.09473684210526316,77,0.6248076330566023
0.1,0.09473684210526316,78,0.6247533592124171
0.1,0.09473684210526316,79,0.6246537955202511
0.1,0.09473684210526316,80,0.6246140698983764
0.1,0.09473684210526316,81,0.624526644515089
0.1,0.09473684210526316,82,0.6244906806680938
0.1,0.09473684210526316,83,0.6244309459363491
0.1,0.09473684210526316,84,0.6243648181940293
0.1,0.09473684210526316,85,0.6242813578659987
0.1,0.09473684210526316,86,0.6241985950892316
0.1,0.09473684210526316,87,0.6241286798322835
0.1,0.09473684210526316,88,0.6240942015493136
0.1,0.09473684210526316,89,0.6240202311976242
0.1,0.09473684210526316,90,0.6239481296582808
0.1,0.09473684210526316,91,0.6238595170459275
0.1,0.09473684210526316,92,0.6238279965439577
0.1,0.09473684210526316,93,0.6237536310696383
0.1,0.09473684210526316,94,0.6236577037126436
0.1,0.09473684210526316,95,0.6235885857957019
0.1,0.09473684210526316,96,0.6235564943698584
