initial_trust,initial_risk,round,quorum
0.19473684210526315,0.4736842105263158,19,0.633050931173069
0.19473684210526315,0.4736842105263158,20,0.6327255095770876
0.19473684210526315,0.4736842105263158,21,0.6324096921294222
0.19473684210526315,0.4736842105263158,22,0.6320546030788878
0.19473684210526315,0.4736842105263158,23,0.631696687082361
0.19473684210526315,0.4736842105263158,24,0.6313977897575858
0.19473684210526315,0.4736842105263158,25,0.6310487864014683
0.19473684210526315,0.4736842105263158,26,0.6306919382354197
0.19473684210526315,0.4736842105263158,27,0.6303458504321322
0.19473684210526315,0.4736842105263158,28,0.6300183023402895
0.19473684210526315,0.4736842105263158,29,0.6296592181407812
0.19473684210526315,0.4736842105263158,30,0.6292994925535959
0.19473684210526315,0.4736842105263158,31,0.6289645725013062
0.19473684210526315,0.4736842105263158,32,0.6286544299898313
0.19473684210526315,0.4736842105263158,33,0.6283022148907301
0.19473684210526315,0.4736842105263158,34,0.6279751517368912
0.19473684210526315,0.4736842105263158,35,0.6276595205369079
0.19473684210526315,0.4736842105263158,36,0.6273030143847333
0.19473684210526315,0.4736842105263158,37,0.6269680832637297
0.19473684210526315,0.4736842105263158,38,0.626640249027424
0.19473684210526315,0.4736842105263158,39,0.6262845827125065
0.19473684210526315,0.4736842105263158,40,0.6259282139373561
0.19473684210526315,0.4736842105263158,41,0.6256858063188298
0.19473684210526315,0.4736842105263158,42,0.62547777224733
0.19473684210526315,0.4736842105263158,43,0.6252640239743775
0.19473684210526315,0.4736842105263158,44,0.6250601180963231
0.19473684210526315,0.4736842105263158,45,0.6248262302744506
0.19473684210526315,0.4736842105263158,46,0.6246222734668284
0.19473684210526315,0.4736842105263158,47,0.6244235477440313
0.19473684210526315,0.4736842105263158,48,0.6242280310650369
0.19473684210526315,0.4736842105263158,49,0.6240087465062264
0.19473684210526315,0.4736842105263158,50,0.6237954573156594
0.19473684210526315,0.4736842105263158,51,0.6236140111305908
0.19473684210526315,0.4736842105263158,52,0.6234912907436289
0.19473684210526315,0.4736842105263158,53,0.6233755368108349
0.19473684210526315,0.4736842105263158,54,0.6232513431566087
0.19473684210526315,0.4736842105263158,55,0.6231378300511364
0.19473684210526315,0.4736842105263158,56,0.6230161489554161
0.19473684210526315,0.4736842105263158,57,0.6229024431697361
0.19473684210526315,0.4736842105263158,58,0.6227828929866641
0.19473684210526315,0.4736842105263158,59,0.6226668693638447
0.19473684210526315,0.4736842105263158,60,0.6225493716451592
0.19473684210526315,0.4736842105263158,61,0.6224417456963849
0.19473684210526315,0.4736842105263158,62,0.6223304773458013
0.19473684210526315,0.4736842105263158,63,0.6222025128084895
0.19473684210526315,0.4736842105263158,64,0.6220918362844367
0.19473684210526315,0.4736842105263158,65,0.6219771295376619
0.19473684210526315,0.4736842105263158,66,0.6218541685959165
0.19473684210526315,0.4736842105263158,67,0.6217371019467245
0.19473684210526315,0.4736842105263158,68,0.6216243869734314
0.19473684210526315,0.4736842105263158,69,0.6215761006977648
0.19473684210526315,0.4736842105263158,70,0.6215324490500815
0.19473684210526315,0.4736842105263158,71,0.6214855877298489
0.19473684210526315,0.4736842105263158,72,0.6214344147428534
0.19473684210526315,0.4736842105263158,73,0.6213882743016929
0.19473684210526315,0.4736842105263158,74,0.621345286887931
0.19473684210526315,0.4736842105263158,75,0.6212979148642896
0.19473684210526315,0.4736842105263158,76,0.621253454131888
0.19473684210526315,0.4736842105263158,77,0.6212038023542008
0.19473684210526315,0.4736842105263158,78,0.621161092310326
0.19473684210526315,0.4736842105263158,79,0.6211184822891445
0.19473684210526315,0.4736842105263158,80,0.6210672434994574
0.19473684210526315,0.4736842105263158,81,0.6210227499919455
0.19473684210526315,0.4736842105263158,82,0.6209743307944049
0.19473684210526315,0.4736842105263158,83,0.6209248526082507
0.19473684210526315,0.4736842105263158,84,0.6208816492107407
0.19473684210526315,0.4736842105263158,85,0.6208363876585861
0.19473684210526315,0.4736842105263158,86,0.6207890340383715
0.19473684210526315,0.4736842105263158,87,0.620737543908964
0.19473684210526315,0.4736842105263158,88,0.6206935536212924
0.19473684210526315,0.4736842105263158,89,0.6206430287263862
0.19473684210526315,0.4736842105263158,90,0.6205961621023633
0.19473684210526315,0.4736842105263158,91,0.6205490064355369
0.19473684210526315,0.4736842105263158,92,0.6204967575922985
0.19473684210526315,0.4736842105263158,93,0.6204461735194298
0.19473684210526315,0.4736842105263158,94,0.620402847029498
0.19473684210526315,0.4736842105263158,95,0.6203596223680374
0.19473684210526315,0.4736842105263158,96,0.6203096658631578
0.19473684210526315,0.4736842105263158,97,0.6202600909641618
0.19473684210526315,0.4736842105263158,98,0.6202170614397
0.19473684210526315,0.4736842105263158,99,0.6201697076244738
0.19473684210526315,0.5210526315789474,0,0.6394736842105263
0.19473684210526315,0.5210526315789474,1,0.6391089180358599
0.19473684210526315,0.5210526315789474,2,0.6387715458273223
0.19473684210526315,0.5210526315789474,3,0.6384352526194226
0.19473684210526315,0.5210526315789474,4,0.63808630156141
0.19473684210526315,0.5210526315789474,5,0.6377100083521571
0.19473684210526315,0.5210526315789474,6,0.6373220619319547
0.19473684210526315,0.5210526315789474,7,0.6369403799896992
0.19473684210526315,0.5210526315789474,8,0.6365792339102548
0.19473684210526315,0.5210526315789474,9,0.636187648839069
0.19473684210526315,0.5210526315789474,10,0.6358019164844647
0.19473684210526315,0.5210526315789474,11,0.6354093165222493
0.19473684210526315,0.5210526315789474,12,0.6350608002967986
0.19473684210526315,0.5210526315789474,13,0.6346761424682581
0.19473684210526315,0.5210526315789474,14,0.6342773004364655
0.19473684210526315,0.5210526315789474,15,0.6339440567129284
0.19473684210526315,0.5210526315789474,16,0.6335991227016226
0.19473684210526315,0.5210526315789474,17,0.6332316785018774
0.19473684210526315,0.5210526315789474,18,0.6328736413579096
0.19473684210526315,0.5210526315789474,19,0.6325395183237695
0.19473684210526315,0.5210526315789474,20,0.6321793306361263
0.19473684210526315,0.5210526315789474,21,0.6318233294895419
0.19473684210526315,0.5210526315789474,22,0.6314856666895714
0.19473684210526315,0.5210526315789474,23,0.6311066001946244
0.19473684210526315,0.5210526315789474,24,0.6307423440879272
0.19473684210526315,0.5210526315789474,25,0.6303463825718034
0.19473684210526315,0.5210526315789474,26,0.6299803938217131
0.19473684210526315,0.5210526315789474,27,0.6296293390485177
0.19473684210526315,0.5210526315789474,28,0.62926094034435
0.19473684210526315,0.5210526315789474,29,0.6288718136248608
0.19473684210526315,0.5210526315789474,30,0.6285356368180345
0.19473684210526315,0.5210526315789474,31,0.6281485646491145
0.19473684210526315,0.5210526315789474,32,0.6278090754620722
0.19473684210526315,0.5210526315789474,33,0.6274192471195446
0.19473684210526315,0.5210526315789474,34,0.6270295705734319
0.19473684210526315,0.5210526315789474,35,0.6266539923277583
0.19473684210526315,0.5210526315789474,36,0.626303462060945
0.19473684210526315,0.5210526315789474,37,0.6259136915852489
0.19473684210526315,0.5210526315789474,38,0.6256409543859426
0.19473684210526315,0.5210526315789474,39,0.6253945546010717
0.19473684210526315,0.5210526315789474,40,0.6251639247930718
0.19473684210526315,0.5210526315789474,41,0.6249205891831252
0.19473684210526315,0.5210526315789474,42,0.6246726753739426
0.19473684210526315,0.5210526315789474,43,0.6244585375238301
0.19473684210526315,0.5210526315789474,44,0.6242164019518028
0.19473684210526315,0.5210526315789474,45,0.6239874811608415
0.19473684210526315,0.5210526315789474,46,0.6237321222575706
0.19473684210526315,0.5210526315789474,47,0.6235623556317513
0.19473684210526315,0.5210526315789474,48,0.6234312557506243
0.19473684210526315,0.5210526315789474,49,0.6233046705715638
0.19473684210526315,0.5210526315789474,50,0.6231765450014289
0.19473684210526315,0.5210526315789474,51,0.6230367680681883
0.19473684210526315,0.5210526315789474,52,0.6229079685559344
0.19473684210526315,0.5210526315789474,53,0.6227747483626267
0.19473684210526315,0.5210526315789474,54,0.6226513061267316
0.19473684210526315,0.5210526315789474,55,0.6225332864182843
0.19473684210526315,0.5210526315789474,56,0.6223978701022617
0.19473684210526315,0.5210526315789474,57,0.622273823543212
0.19473684210526315,0.5210526315789474,58,0.6221488956705078
0.19473684210526315,0.5210526315789474,59,0.6220127179038927
0.19473684210526315,0.5210526315789474,60,0.6218809922760777
0.19473684210526315,0.5210526315789474,61,0.6217479234352594
0.19473684210526315,0.5210526315789474,62,0.6216261326138314
0.19473684210526315,0.5210526315789474,63,0.6215717769693898
0.19473684210526315,0.5210526315789474,64,0.6215239837808011
0.19473684210526315,0.5210526315789474,65,0.621469926140887
0.19473684210526315,0.5210526315789474,66,0.6214153969844456
0.19473684210526315,0.5210526315789474,67,0.6213606529642123
0.19473684210526315,0.5210526315789474,68,0.6213077367577118
0.19473684210526315,0.5210526315789474,69,0.6212584443913199
0.19473684210526315,0.5210526315789474,70,0.621210394675617
0.19473684210526315,0.5210526315789474,71,0.62115457416629
0.19473684210526315,0.5210526315789474,72,0.6210982948415028
0.19473684210526315,0.5210526315789474,73,0.621046129891266
0.19473684210526315,0.5210526315789474,74,0.6209891900102564
0.19473684210526315,0.5210526315789474,75,0.6209347023383857
0.19473684210526315,0.5210526315789474,76,0.6208829067687387
0.19473684210526315,0.5210526315789474,77,0.620830548630825
0.19473684210526315,0.5210526315789474,78,0.6207761024365923
0.19473684210526315,0.5210526315789474,79,0.6207267515107707
0.19473684210526315,0.5210526315789474,80,0.6206740031641316
0.19473684210526315,0.5210526315789474,81,0.6206249305241035
0.19473684210526315,0.5210526315789474,82,0.6205755905568454
0.19473684210526315,0.5210526315789474,83,0.62051995354922
0.19473684210526315,0.5210526315789474,84,0.620469456453993
0.19473684210526315,0.5210526315789474,85,0.6204127328698474
0.19473684210526315,0.5210526315789474,86,0.6203611344938639
0.19473684210526315,0.5210526315789474,87,0.6203132817135266
0.19473684210526315,0.5210526315789474,88,0.6202594028975088
0.19473684210526315,0.5210526315789474,89,0.6202078232639369
0.19473684210526315,0.5210526315789474,90,0.6201512018332282
0.19473684210526315,0.5210526315789474,91,0.620095729198172
0.19473684210526315,0.5210526315789474,92,0.6200456182252716
0.19473684210526315,0.5210526315789474,93,0.62
0.19473684210526315,0.5210526315789474,94,0.62
0.19473684210526315,0.5210526315789474,95,0.62
0.19473684210526315,0.5210526315789474,96,0.62
0.19473684210526315,0.5210526315789474,97,0.62
0.19473684210526315,0.5210526315789474,98,0.62
0.19473684210526315,0.5210526315789474,99,0.62
0.19473684210526315,0.5684210526315789,0,0.6394736842105263
0.19473684210526315,0.5684210526315789,1,0.6390653766959687
0.19473684210526315,0.5684210526315789,2,0.6386718592035681
0.19473684210526315,0.5684210526315789,3,0.6382405444952454
0.19473684210526315,0.5684210526315789,4,0.6378626756176838
0.19473684210526315,0.5684210526315789,5,0.6374333271140741
0.19473684210526315,0.5684210526315789,6,0.6370052645428498
0.19473684210526315,0.5684210526315789,7,0.6366213521946433
0.19473684210526315,0.5684210526315789,8,0.6362540903781807
0.19473684210526315,0.5684210526315789,9,0.6358405043533033
0.19473684210526315,0.5684210526315789,10,0.6354718668856234
0.19473684210526315,0.5684210526315789,11,0.6350770849691844
0.19473684210526315,0.5684210526315789,12,0.6346815232837235
0.19473684210526315,0.5684210526315789,13,0.634261634538404
0.19473684210526315,0.5684210526315789,14,0.6338699851317806
0.19473684210526315,0.5684210526315789,15,0.6334578602831622
0.19473684210526315,0.5684210526315789,16,0.6330464229038062
0.19473684210526315,0.5684210526315789,17,0.6326182834458356
0.19473684210526315,0.5684210526315789,18,0.6322534922260574
0.19473684210526315,0.5684210526315789,19,0.6318786419796855
0.19473684210526315,0.5684210526315789,20,0.6314578806247153
0.19473684210526315,0.5684210526315789,21,0.6310616286597882
0.19473684210526315,0.5684210526315789,22,0.6306742161680639
0.19473684210526315,0.5684210526315789,23,0.6302902250061133
0.19473684210526315,0.5684210526315789,24,0.6298866783525702
0.19473684210526315,0.5684210526315789,25,0.6294624663124132
0.19473684210526315,0.5684210526315789,26,0.6290459342515851
0.19473684210526315,0.5684210526315789,27,0.6286430629858998
0.19473684210526315,0.5684210526315789,28,0.6282265722562715
0.19473684210526315,0.5684210526315789,29,0.6278036823489439
0.19473684210526315,0.5684210526315789,30,0.6273759236292131
0.19473684210526315,0.5684210526315789,31,0.6269887347006132
0.19473684210526315,0.5684210526315789,32,0.6266188053426991
0.19473684210526315,0.5684210526315789,33,0.6262381650334758
0.19473684210526315,0.5684210526315789,34,0.625832507176517
0.19473684210526315,0.5684210526315789,35,0.6255800638380994
0.19473684210526315,0.5684210526315789,36,0.6253212393989875
0.19473684210526315,0.5684210526315789,37,0.6250687311779287
0.19473684210526315,0.5684210526315789,38,0.624797830685666
0.19473684210526315,0.5684210526315789,39,0.6245481645116119
0.19473684210526315,0.5684210526315789,40,0.624311640951106
0.19473684210526315,0.5684210526315789,41,0.6240744010163263
0.19473684210526315,0.5684210526315789,42,0.6238041991251565
0.19473684210526315,0.5684210526315789,43,0.6235827830211431
0.19473684210526315,0.5684210526315789,44,0.6234320570304975
0.19473684210526315,0.5684210526315789,45,0.623281833316805
0.19473684210526315,0.5684210526315789,46,0.6231411347283139
0.19473684210526315,0.5684210526315789,47,0.6229901568295915
0.19473684210526315,0.5684210526315789,48,0.6228389811734488
0.19473684210526315,0.5684210526315789,49,0.6226958100008286
0.19473684210526315,0.5684210526315789,50,0.6225430477636569
0.19473684210526315,0.5684210526315789,51,0.6224018024517192
0.19473684210526315,0.5684210526315789,52,0.6222580291189654
0.19473684210526315,0.5684210526315789,53,0.6221233660783372
0.19473684210526315,0.5684210526315789,54,0.6219693449649151
0.19473684210526315,0.5684210526315789,55,0.6218288803720879
0.19473684210526315,0.5684210526315789,56,0.6216967935964428
0.19473684210526315,0.5684210526315789,57,0.6215934135722819
0.19473684210526315,0.5684210526315789,58,0.6215386424015031
0.19473684210526315,0.5684210526315789,59,0.6214815357886566
0.19473684210526315,0.5684210526315789,60,0.6214279431496126
0.19473684210526315,0.5684210526315789,61,0.621368022216236
0.19473684210526315,0.5684210526315789,62,0.6213071402732355
0.19473684210526315,0.5684210526315789,63,0.6212456461154119
0.19473684210526315,0.5684210526315789,64,0.6211884642652314
0.19473684210526315,0.5684210526315789,65,0.6211358458599366
0.19473684210526315,0.5684210526315789,66,0.6210784732092933
0.19473684210526315,0.5684210526315789,67,0.6210263577179844
0.19473684210526315,0.5684210526315789,68,0.6209712695925599
0.19473684210526315,0.5684210526315789,69,0.6209184625832211
0.19473684210526315,0.5684210526315789,70,0.620861625757734
0.19473684210526315,0.5684210526315789,71,0.6208078174480675
0.19473684210526315,0.5684210526315789,72,0.62075209322902
0.19473684210526315,0.5684210526315789,73,0.6206963893683444
0.19473684210526315,0.5684210526315789,74,0.6206430759603258
0.19473684210526315,0.5684210526315789,75,0.6205819676554168
0.19473684210526315,0.5684210526315789,76,0.6205265702170242
0.19473684210526315,0.5684210526315789,77,0.6204722313816967
0.19473684210526315,0.5684210526315789,78,0.6204121652350373
0.19473684210526315,0.5684210526315789,79,0.6203569646604459
0.19473684210526315,0.5684210526315789,80,0.6203013367647061
0.19473684210526315,0.5684210526315789,81,0.6202445342665017
0.19473684210526315,0.5684210526315789,82,0.6201900913665624
0.19473684210526315,0.5684210526315789,83,0.6201347979292765
0.19473684210526315,0.5684210526315789,84,0.620077947445033
0.19473684210526315,0.5684210526315789,85,0.620024222588078
0.19473684210526315,0.5684210526315789,86,0.62
0.19473684210526315,0.5684210526315789,87,0.62
0.19473684210526315,0.5684210526315789,88,0.62
0.19473684210526315,0.5684210526315789,89,0.62
0.19473684210526315,0.5684210526315789,90,0.62
0.19473684210526315,0.5684210526315789,91,0.62
0.19473684210526315,0.5684210526315789,92,0.62
0.19473684210526315,0.5684210526315789,93,0.62
0.19473684210526315,0.5684210526315789,94,0.62
0.19473684210526315,0.5684210526315789,95,0.62
0.19473684210526315,0.5684210526315789,96,0.62
0.19473684210526315,0.5684210526315789,97,0.62
0.19473684210526315,0.5684210526315789,98,0.62
0.19473684210526315,0.5684210526315789,99,0.62
0.19473684210526315,0.6157894736842106,0,0.6394736842105263
0.19473684210526315,0.6157894736842106,1,0.6390723405474361
0.19473684210526315,0.6157894736842106,2,0.6386178706428701
0.19473684210526315,0.6157894736842106,3,0.6381643748309759
0.19473684210526315,0.6157894736842106,4,0.6377682952228398
0.19473684210526315,0.6157894736842106,5,0.6373637339031074
0.19473684210526315,0.6157894736842106,6,0.6369406337401398
0.19473684210526315,0.6157894736842106,7,0.6365112216316425
0.19473684210526315,0.6157894736842106,8,0.6361101521655316
0.19473684210526315,0.6157894736842106,9,0.6356742466377794
0.19473684210526315,0.6157894736842106,10,0.635211764526217
0.19473684210526315,0.6157894736842106,11,0.6347622839155914
0.19473684210526315,0.6157894736842106,12,0.6343584337641393
0.19473684210526315,0.6157894736842106,13,0.6339421076337938
0.19473684210526315,0.6157894736842106,14,0.6335199624558091
0.19473684210526315,0.6157894736842106,15,0.6330859261012857
0.19473684210526315,0.6157894736842106,16,0.6326258683785044
0.19473684210526315,0.6157894736842106,17,0.6321635624186007
0.19473684210526315,0.6157894736842106,18,0.6317073292651982
0.19473684210526315,0.6157894736842106,19,0.6312967157550289
0.19473684210526315,0.6157894736842106,20,0.6308492014144916
0.19473684210526315,0.6157894736842106,21,0.6304241750507182
0.19473684210526315,0.6157894736842106,22,0.6300064390140988
0.19473684210526315,0.6157894736842106,23,0.6295539133118647
0.19473684210526315,0.6157894736842106,24,0.6290953340167915
0.19473684210526315,0.6157894736842106,25,0.6286301359783009
0.19473684210526315,0.6157894736842106,26,0.6282141493859177
0.19473684210526315,0.6157894736842106,27,0.6278099588309034
0.19473684210526315,0.6157894736842106,28,0.6273789842962996
0.19473684210526315,0.6157894736842106,29,0.6269749355648164
0.19473684210526315,0.6157894736842106,30,0.6265312240771607
0.19473684210526315,0.6157894736842106,31,0.6260744087229608
0.19473684210526315,0.6157894736842106,32,0.6257345539970216
0.19473684210526315,0.6157894736842106,33,0.6254581457605072
0.19473684210526315,0.6157894736842106,34,0.6252003423546697
0.19473684210526315,0.6157894736842106,35,0.6249416312926216
0.19473684210526315,0.6157894736842106,36,0.624673302564367
0.19473684210526315,0.6157894736842106,37,0.6244084798670749
0.19473684210526315,0.6157894736842106,38,0.6241202534045238
0.19473684210526315,0.6157894736842106,39,0.6238440273726735
0.19473684210526315,0.6157894736842106,40,0.6236151645056018
0.19473684210526315,0.6157894736842106,41,0.6234708696183936
0.19473684210526315,0.6157894736842106,42,0.6233167156829486
0.19473684210526315,0.6157894736842106,43,0.6231589258676087
0.19473684210526315,0.6157894736842106,44,0.6230031464164154
0.19473684210526315,0.6157894736842106,45,0.6228564985389416
0.19473684210526315,0.6157894736842106,46,0.6227067151084538
0.19473684210526315,0.6157894736842106,47,0.6225568351014592
0.19473684210526315,0.6157894736842106,48,0.6223956161178825
0.19473684210526315,0.6157894736842106,49,0.6222452292879702
0.19473684210526315,0.6157894736842106,50,0.6220878429145721
0.19473684210526315,0.6157894736842106,51,0.6219254054453651
0.19473684210526315,0.6157894736842106,52,0.6217675399836678
0.19473684210526315,0.6157894736842106,53,0.6216145721404862
0.19473684210526315,0.6157894736842106,54,0.6215531423266882
0.19473684210526315,0.6157894736842106,55,0.6214942594152664
0.19473684210526315,0.6157894736842106,56,0.6214351846146808
0.19473684210526315,0.6157894736842106,57,0.6213726586216665
0.19473684210526315,0.6157894736842106,58,0.6213133686274209
0.19473684210526315,0.6157894736842106,59,0.6212522389342744
0.19473684210526315,0.6157894736842106,60,0.6211953168478103
0.19473684210526315,0.6157894736842106,61,0.6211289055644564
0.19473684210526315,0.6157894736842106,62,0.6210693702214001
0.19473684210526315,0.6157894736842106,63,0.6210067019388734
0.19473684210526315,0.6157894736842106,64,0.6209450133821612
0.19473684210526315,0.6157894736842106,65,0.6208842974508197
0.19473684210526315,0.6157894736842106,66,0.6208212454439861
0.19473684210526315,0.6157894736842106,67,0.6207621873066868
0.19473684210526315,0.6157894736842106,68,0.6206983782690805
0.19473684210526315,0.6157894736842106,69,0.6206393242100954
0.19473684210526315,0.6157894736842106,70,0.6205798968160791
0.19473684210526315,0.6157894736842106,71,0.6205191670898452
0.19473684210526315,0.6157894736842106,72,0.6204528973358301
0.19473684210526315,0.6157894736842106,73,0.6203889903435748
0.19473684210526315,0.6157894736842106,74,0.6203313257147527
0.19473684210526315,0.6157894736842106,75,0.6202717307562785
0.19473684210526315,0.6157894736842106,76,0.6202054285960776
0.19473684210526315,0.6157894736842106,77,0.6201443153218964
0.19473684210526315,0.6157894736842106,78,0.6200871480269599
0.19473684210526315,0.6157894736842106,79,0.620025136146269
0.19473684210526315,0.6157894736842106,80,0.62
0.19473684210526315,0.6157894736842106,81,0.62
0.19473684210526315,0.6157894736842106,82,0.62
0.19473684210526315,0.6157894736842106,83,0.62
0.19473684210526315,0.6157894736842106,84,0.62
0.19473684210526315,0.6157894736842106,85,0.62
0.19473684210526315,0.6157894736842106,86,0.62
0.19473684210526315,0.6157894736842106,87,0.62
0.19473684210526315,0.6157894736842106,88,0.62
0.19473684210526315,0.6157894736842106,89,0.62
0.19473684210526315,0.6157894736842106,90,0.62
0.19473684210526315,0.6157894736842106,91,0.62
0.19473684210526315,0.6157894736842106,92,0.62
0.19473684210526315,0.6157894736842106,93,0.62
0.19473684210526315,0.6157894736842106,94,0.62
0.19473684210526315,0.6157894736842106,95,0.62
0.19473684210526315,0.6157894736842106,96,0.62
0.19473684210526315,0.6157894736842106,97,0.62
0.19473684210526315,0.6157894736842106,98,0.62
0.19473684210526315,0.6157894736842106,99,0.62
0.19473684210526315,0.6631578947368422,0,0.6394736842105263
0.19473684210526315,0.6631578947368422,1,0.6389884433007327
0.19473684210526315,0.6631578947368422,2,0.6384929026329879
0.19473684210526315,0.6631578947368422,3,0.6380494221124822
0.19473684210526315,0.6631578947368422,4,0.6375575545454666
0.19473684210526315,0.6631578947368422,5,0.6371002679997793
0.19473684210526315,0.6631578947368422,6,0.6366046867733547
0.19473684210526315,0.6631578947368422,7,0.6361687232894467
0.19473684210526315,0.6631578947368422,8,0.6357326598680728
0.19473684210526315,0.6631578947368422,9,0.6352425499138066
0.19473684210526315,0.6631578947368422,10,0.6348097961270655
0.19473684210526315,0.6631578947368422,11,0.6343292093192645
0.19473684210526315,0.6631578947368422,12,0.6338398179119237
0.19473684210526315,0.6631578947368422,13,0.6333685641343868
0.19473684210526315,0.6631578947368422,14,0.6328752460104291
0.19473684210526315,0.6631578947368422,15,0.632425667466178
0.19473684210526315,0.6631578947368422,16,0.6319857784252029
0.19473684210526315,0.6631578947368422,17,0.6315297903154188
0.19473684210526315,0.6631578947368422,18,0.6310719222887828
0.19473684210526315,0.6631578947368422,19,0.6306362285925278
0.19473684210526315,0.6631578947368422,20,0.6302066333301729
0.19473684210526315,0.6631578947368422,21,0.629763545840241
0.19473684210526315,0.6631578947368422,22,0.629288292000816
0.19473684210526315,0.6631578947368422,23,0.6288584180995309
0.19473684210526315,0.6631578947368422,24,0.6284263811910515
0.19473684210526315,0.6631578947368422,25,0.6279692911097049
0.19473684210526315,0.6631578947368422,26,0.6274809654730079
0.19473684210526315,0.6631578947368422,27,0.6269856446146698
0.19473684210526315,0.6631578947368422,28,0.6265363383279098
0.19473684210526315,0.6631578947368422,29,0.6260763481510121
0.19473684210526315,0.6631578947368422,30,0.625686999177212
0.19473684210526315,0.6631578947368422,31,0.6254035059208232
0.19473684210526315,0.6631578947368422,32,0.6250843221468145
0.19473684210526315,0.6631578947368422,33,0.6247922604157072
0.19473684210526315,0.6631578947368422,34,0.6245008255246567
0.19473684210526315,0.6631578947368422,35,0.6242204165726993
0.19473684210526315,0.6631578947368422,36,0.6239372313315762
0.19473684210526315,0.6631578947368422,37,0.6236333848172617
0.19473684210526315,0.6631578947368422,38,0.6234624527787136
0.19473684210526315,0.6631578947368422,39,0.6233017957569682
0.19473684210526315,0.6631578947368422,40,0.6231425943015875
0.19473684210526315,0.6631578947368422,41,0.6229686568890207
0.19473684210526315,0.6631578947368422,42,0.6228097727860487
0.19473684210526315,0.6631578947368422,43,0.6226430353285862
0.19473684210526315,0.6631578947368422,44,0.6224667022741849
0.19473684210526315,0.6631578947368422,45,0.6223110200382452
0.19473684210526315,0.6631578947368422,46,0.6221368388075986
0.19473684210526315,0.6631578947368422,47,0.6219696572811202
0.19473684210526315,0.6631578947368422,48,0.6218128261446335
0.19473684210526315,0.6631578947368422,49,0.621642550137176
0.19473684210526315,0.6631578947368422,50,0.6215637037256176
0.19473684210526315,0.6631578947368422,51,0.6214974834286798
0.19473684210526315,0.6631578947368422,52,0.6214298973188649
0.19473684210526315,0.6631578947368422,53,0.6213629061025236
0.19473684210526315,0.6631578947368422,54,0.621292725837893
0.19473684210526315,0.6631578947368422,55,0.6212263695249515
0.19473684210526315,0.6631578947368422,56,0.6211571127267411
0.19473684210526315,0.6631578947368422,57,0.621094073376311
0.19473684210526315,0.6631578947368422,58,0.6210297710441952
0.19473684210526315,0.6631578947368422,59,0.6209657171737606
0.19473684210526315,0.6631578947368422,60,0.6208995014094953
0.19473684210526315,0.6631578947368422,61,0.6208323523386994
0.19473684210526315,0.6631578947368422,62,0.620768318788238
0.19473684210526315,0.6631578947368422,63,0.6207064482767093
0.19473684210526315,0.6631578947368422,64,0.6206355493221963
0.19473684210526315,0.6631578947368422,65,0.6205645538854002
0.19473684210526315,0.6631578947368422,66,0.6204967594374298
0.19473684210526315,0.6631578947368422,67,0.620434886236208
0.19473684210526315,0.6631578947368422,68,0.6203641458390416
0.19473684210526315,0.6631578947368422,69,0.6202988535272397
0.19473684210526315,0.6631578947368422,70,0.6202360195952956
0.19473684210526315,0.6631578947368422,71,0.6201711398892042
0.19473684210526315,0.6631578947368422,72,0.6201021808794218
0.19473684210526315,0.6631578947368422,73,0.6200380993994608
0.19473684210526315,0.6631578947368422,74,0.62
0.19473684210526315,0.6631578947368422,75,0.62
0.19473684210526315,0.6631578947368422,76,0.62
0.19473684210526315,0.6631578947368422,77,0.62
0.19473684210526315,0.6631578947368422,78,0.62
0.19473684210526315,0.6631578947368422,79,0.62
0.19473684210526315,0.6631578947368422,80,0.62
0.19473684210526315,0.6631578947368422,81,0.62
0.19473684210526315,0.6631578947368422,82,0.62
0.19473684210526315,0.6631578947368422,83,0.62
0.19473684210526315,0.6631578947368422,84,0.62
0.19473684210526315,0.6631578947368422,85,0.62
0.19473684210526315,0.6631578947368422,86,0.62
0.19473684210526315,0.6631578947368422,87,0.62
0.19473684210526315,0.6631578947368422,88,0.62
0.19473684210526315,0.6631578947368422,89,0.62
0.19473684210526315,0.6631578947368422,90,0.62
0.19473684210526315,0.6631578947368422,91,0.62
0.19473684210526315,0.6631578947368422,92,0.62
0.19473684210526315,0.6631578947368422,93,0.62
0.19473684210526315,0.6631578947368422,94,0.62
0.19473684210526315,0.6631578947368422,95,0.62
0.19473684210526315,0.6631578947368422,96,0.62
0.19473684210526315,0.6631578947368422,97,0.62
0.19473684210526315,0.6631578947368422,98,0.62
0.19473684210526315,0.6631578947368422,99,0.62
0.19473684210526315,0.7105263157894737,0,0.6394736842105263
0.19473684210526315,0.7105263157894737,1,0.638985300137293
0.19473684210526315,0.7105263157894737,2,0.6385043148811591
0.19473684210526315,0.7105263157894737,3,0.6379899891683046
0.19473684210526315,0.7105263157894737,4,0.6375009530174883
0.19473684210526315,0.7105263157894737,5,0.6370010798470701
0.19473684210526315,0.7105263157894737,6,0.6365250491827108
0.19473684210526315,0.7105263157894737,7,0.6360567864056285
0.19473684210526315,0.7105263157894737,8,0.6355338436193755
0.19473684210526315,0.7105263157894737,9,0.6350166995256772
0.19473684210526315,0.7105263157894737,10,0.6345140866717411
0.19473684210526315,0.7105263157894737,11,0.6339871670525202
0.19473684210526315,0.7105263157894737,12,0.6335037165816483
0.19473684210526315,0.7105263157894737,13,0.6330329019982565
