initial_trust,initial_risk,round,governance_weight
0.1,0.09473684210526316,66,0.05163785109343467
0.1,0.09473684210526316,67,0.04864326872993041
0.1,0.09473684210526316,68,0.047457624101880924
0.1,0.09473684210526316,69,0.04555763136821032
0.1,0.09473684210526316,70,0.04954302821706895
0.1,0.09473684210526316,71,0.046691689835640746
0.1,0.09473684210526316,72,0.048014883780758744
0.1,0.09473684210526316,73,0.047214042531957955
0.1,0.09473684210526316,74,0.043935793394580334
0.1,0.09473684210526316,75,0.04569620814585361
0.1,0.09473684210526316,76,0.04482266295397729
0.1,0.09473684210526316,77,0.0449817943596347
0.1,0.09473684210526316,78,0.041804292395462954
0.1,0.09473684210526316,79,0.044702799060967434
0.1,0.09473684210526316,80,0.04381760347311379
0.1,0.09473684210526316,81,0.04042322201410549
0.1,0.09473684210526316,82,0.04087629512317278
0.1,0.09473684210526316,83,0.03945391473124079
0.1,0.09473684210526316,84,0.03871261162711324
0.1,0.09473684210526316,85,0.036848902594012835
0.1,0.09473684210526316,86,0.03666540282504048
0.1,0.09473684210526316,87,0.03781203643744726
0.1,0.09473684210526316,88,0.03643885545530379
0.1,0.09473684210526316,89,0.03408964810837866
0.1,0.09473684210526316,90,0.03528012323177067
0.1,0.09473684210526316,91,0.03551777496225718
0.1,0.09473684210526316,92,0.035742425622173786
0.1,0.09473684210526316,93,0.03488878260396095
0.1,0.09473684210526316,94,0.03166084163864018
0.1,0.09473684210526316,95,0.03192041569288798
0.1,0.09473684210526316,96,0.03285551651646895
0.1,0.09473684210526316,97,0.03174541399248587
0.1,0.09473684210526316,98,0.031456509465819675
0.1,0.09473684210526316,99,0.029977347246071817
0.1,0.14210526315789473,0,0.08597229826328612
0.1,0.14210526315789473,1,0.08945325054537492
0.1,0.14210526315789473,2,0.07957851718706119
0.1,0.14210526315789473,3,0.07961237702198994
0.1,0.14210526315789473,4,0.08109834814266476
0.1,0.14210526315789473,5,0.08427525928079217
0.1,0.14210526315789473,6,0.08010790969539948
0.1,0.14210526315789473,7,0.083025765079196
0.1,0.14210526315789473,8,0.08254799603182032
0.1,0.14210526315789473,9,0.0742067900017697
0.1,0.14210526315789473,10,0.07975671311559969
0.1,0.14210526315789473,11,0.07608594267902845
0.1,0.14210526315789473,12,0.07165113269834711
0.1,0.14210526315789473,13,0.07464477516649912
0.1,0.14210526315789473,14,0.06969771998957772
0.1,0.14210526315789473,15,0.07052845300308472
0.1,0.14210526315789473,16,0.07474866737219239
0.1,0.14210526315789473,17,0.07285630682653026
0.1,0.14210526315789473,18,0.07178674099198332
0.1,0.14210526315789473,19,0.07077467037494375
0.1,0.14210526315789473,20,0.06668851511295988
0.1,0.14210526315789473,21,0.06976843065902068
0.1,0.14210526315789473,22,0.06766497432003771
0.1,0.14210526315789473,23,0.06621710918051472
0.1,0.14210526315789473,24,0.06697845438120989
0.1,0.14210526315789473,25,0.06421485050937398
0.1,0.14210526315789473,26,0.06634778714834261
0.1,0.14210526315789473,27,0.06232834878954101
