sample_id,case,scenario,y_true,s_comp,theta_seq,a_seq
case30_branch_outage_009,case30,branch_outage,1,0.839107,6.482455,1
case30_branch_outage_010,case30,branch_outage,1,0.836926,6.671136,1
case30_branch_outage_011,case30,branch_outage,1,0.838396,6.842419,1
case30_branch_outage_012,case30,branch_outage,1,0.837199,6.995376,1
case30_branch_outage_013,case30,branch_outage,1,0.833926,7.129764,1
case30_branch_outage_014,case30,branch_outage,1,0.837104,7.253892,1
case30_branch_outage_015,case30,branch_outage,1,0.839429,7.367932,1
case30_branch_outage_016,case30,branch_outage,1,0.840813,7.471951,1
case30_branch_outage_017,case30,branch_outage,1,0.840586,7.565342,1
case30_branch_outage_018,case30,branch_outage,1,0.838845,7.647653,1
case30_branch_outage_019,case30,branch_outage,1,0.840229,7.723117,1
case30_branch_outage_020,case30,branch_outage,1,0.840529,7.791334,1
case30_branch_outage_021,case30,branch_outage,1,0.841547,7.853748,1
case30_branch_outage_022,case30,branch_outage,1,0.843381,7.911754,1
case30_branch_outage_023,case30,branch_outage,1,0.839295,7.959873,1
case30_branch_outage_024,case30,branch_outage,1,0.839032,8.002918,1
case30_branch_outage_025,case30,branch_outage,1,0.837133,8.039759,1
case30_branch_outage_026,case30,branch_outage,1,0.835772,8.071555,1
case30_branch_outage_027,case30,branch_outage,1,0.839255,8.103654,1
case30_branch_outage_028,case30,branch_outage,1,0.840641,8.13393,1
case30_branch_outage_029,case30,branch_outage,1,0.844217,8.164754,1
case30_branch_outage_030,case30,branch_outage,1,0.845149,8.193427,1
case30_branch_outage_031,case30,branch_outage,1,0.846563,8.220647,1
case30_branch_outage_032,case30,branch_outage,1,0.846537,8.24512,1
case30_branch_outage_033,case30,branch_outage,1,0.850493,8.271101,1
case30_branch_outage_034,case30,branch_outage,1,0.84627,8.290261,1
case30_branch_outage_035,case30,branch_outage,1,0.845337,8.306571,1
case30_branch_outage_036,case30,branch_outage,1,0.843883,8.319797,1
case30_branch_outage_037,case30,branch_outage,1,0.839381,8.327198,1
case30_branch_outage_038,case30,branch_outage,1,0.840688,8.335166,1
case30_branch_outage_039,case30,branch_outage,1,0.842001,8.34365,1
case30_branch_outage_040,case30,branch_outage,1,0.844787,8.354072,1
case30_branch_outage_041,case30,branch_outage,1,0.842101,8.360766,1
case30_branch_outage_042,case30,branch_outage,1,0.840128,8.364818,1
case30_branch_outage_043,case30,branch_outage,1,0.83963,8.367966,1
case30_branch_outage_044,case30,branch_outage,1,0.837075,8.368245,1
case30_branch_outage_045,case30,branch_outage,1,0.838733,8.370154,1
case30_branch_outage_046,case30,branch_outage,1,0.839985,8.373123,1
case30_branch_outage_047,case30,branch_outage,1,0.838142,8.373953,1
case30_branch_outage_048,case30,branch_outage,1,0.836307,8.372865,1
case30_branch_outage_049,case30,branch_outage,1,0.835327,8.370905,1
case30_branch_outage_050,case30,branch_outage,1,0.834031,8.367846,1
case30_branch_outage_051,case30,branch_outage,1,0.831819,8.36288,1
case30_branch_outage_052,case30,branch_outage,1,0.835399,8.361991,1
case30_branch_outage_053,case30,branch_outage,1,0.833454,8.359246,1
case30_branch_outage_054,case30,branch_outage,1,0.835311,8.358632,1
case30_branch_outage_055,case30,branch_outage,1,0.837118,8.359887,1
case30_branch_outage_056,case30,branch_outage,1,0.837817,8.361715,1
case30_branch_outage_057,case30,branch_outage,1,0.837101,8.362645,1
case30_branch_outage_058,case30,branch_outage,1,0.83558,8.36196,1
case30_branch_outage_059,case30,branch_outage,1,0.834716,8.36048,1
case30_fdia_000,case30,fdia,1,0.83413,8.358562,1
case30_fdia_001,case30,fdia,1,0.834954,8.35766,1
case30_fdia_002,case30,fdia,1,0.83686,8.358754,1
case30_fdia_003,case30,fdia,1,0.837133,8.360011,1
case30_fdia_004,case30,fdia,1,0.839015,8.363024,1
case30_fdia_005,case30,fdia,1,0.840579,8.367301,1
case30_fdia_006,case30,fdia,1,0.838534,8.369104,1
case30_fdia_007,case30,fdia,1,0.837867,8.370061,1
case30_fdia_008,case30,fdia,1,0.839801,8.372856,1
case30_fdia_009,case30,fdia,1,0.838831,8.374401,1
case30_fdia_010,case30,fdia,1,0.840691,8.377653,1
case30_fdia_011,case30,fdia,1,0.840224,8.380111,1
case30_fdia_012,case30,fdia,1,0.836906,8.379006,1
case30_fdia_013,case30,fdia,1,0.835958,8.377063,1
case30_fdia_014,case30,fdia,1,0.837964,8.377321,1
case30_fdia_015,case30,fdia,1,0.834718,8.374307,1
case30_fdia_016,case30,fdia,1,0.835337,8.372213,1
case30_fdia_017,case30,fdia,1,0.835058,8.37005,1
case30_fdia_018,case30,fdia,1,0.834582,8.367627,1
case30_fdia_019,case30,fdia,1,0.836808,8.367673,1
case30_fdia_020,case30,fdia,1,0.838126,8.369031,1
case30_fdia_021,case30,fdia,1,0.839376,8.371504,1
case30_fdia_022,case30,fdia,1,0.839666,8.37402,1
case30_fdia_023,case30,fdia,1,0.840507,8.377125,1
case30_fdia_024,case30,fdia,1,0.839094,8.378506,1
case30_fdia_025,case30,fdia,1,0.836655,8.377311,1
case30_fdia_026,case30,fdia,1,0.836849,8.376429,1
case30_fdia_027,case30,fdia,1,0.83684,8.375626,1
case30_fdia_028,case30,fdia,1,0.836656,8.374719,1
case30_fdia_029,case30,fdia,1,0.835113,8.37236,1
case30_fdia_030,case30,fdia,1,0.835335,8.370459,1
case30_fdia_031,case30,fdia,1,0.835377,8.36879,1
case30_fdia_032,case30,fdia,1,0.836457,8.368368,1
case30_fdia_033,case30,fdia,1,0.837437,8.368968,1
case30_fdia_034,case30,fdia,1,0.837603,8.369675,1
case30_fdia_035,case30,fdia,1,0.838848,8.371555,1
case30_fdia_036,case30,fdia,1,0.841233,8.375632,1
case30_fdia_037,case30,fdia,1,0.841485,8.379554,1
case30_fdia_038,case30,fdia,1,0.842395,8.383994,1
case30_fdia_039,case30,fdia,1,0.839109,8.384704,1
case30_fdia_040,case30,fdia,1,0.838858,8.385091,1
case30_fdia_041,case30,fdia,1,0.837756,8.384339,1
case30_fdia_042,case30,fdia,1,0.835837,8.381741,1
case30_fdia_043,case30,fdia,1,0.837016,8.380583,1
case30_fdia_044,case30,fdia,1,0.836712,8.379237,1
case30_fdia_045,case30,fdia,1,0.835776,8.377089,1
case30_fdia_046,case30,fdia,1,0.836724,8.376105,1
case30_fdia_047,case30,fdia,1,0.836473,8.374967,1
case30_fdia_048,case30,fdia,1,0.837174,8.374644,1
case30_fdia_049,case30,fdia,1,0.839089,8.376268,1
case30_fdia_050,case30,fdia,1,0.839127,8.377768,1
case30_fdia_051,case30,fdia,1,0.841477,8.381468,1
case30_fdia_052,case30,fdia,1,0.841466,8.384787,1
case30_fdia_053,case30,fdia,1,0.842306,8.388614,1
case30_fdia_054,case30,fdia,1,0.841839,8.391592,1
case30_fdia_055,case30,fdia,1,0.845043,8.397476,1
case30_fdia_056,case30,fdia,1,0.843302,8.40103,1
case30_fdia_057,case30,fdia,1,0.844413,8.405341,1
case30_fdia_058,case30,fdia,1,0.845589,8.410396,1
case30_fdia_059,case30,fdia,1,0.845004,8.41436,1
case30_load_shift_000,case30,load_shift,1,0.841681,8.414605,1
case30_load_shift_001,case30,load_shift,1,0.844685,8.417829,1
case30_load_shift_002,case30,load_shift,1,0.844229,8.420275,1
case30_load_shift_003,case30,load_shift,1,0.84354,8.421788,1
case30_load_shift_004,case30,load_shift,1,0.844278,8.423887,1
case30_load_shift_005,case30,load_shift,1,0.436656,8.018154,1
case30_load_shift_006,case30,load_shift,1,0.846293,8.062632,1
case30_load_shift_007,case30,load_shift,1,0.848762,8.105131,1
case30_load_shift_008,case30,load_shift,1,0.849148,8.143766,1
case30_load_shift_009,case30,load_shift,1,0.474075,7.803465,1
case30_load_shift_010,case30,load_shift,1,0.851296,7.874414,1
case30_load_shift_011,case30,load_shift,1,0.848653,7.935626,1
case30_load_shift_012,case30,load_shift,1,0.84725,7.989314,1
case30_load_shift_013,case30,load_shift,1,0.473287,7.663669,1
case30_load_shift_014,case30,load_shift,1,0.78114,7.678442,1
case30_load_shift_015,case30,load_shift,1,0.835401,7.745999,1
case30_load_shift_016,case30,load_shift,1,0.836243,7.807642,1
case30_load_shift_017,case30,load_shift,1,0.492835,7.519713,1
case30_load_shift_018,case30,load_shift,1,0.837118,7.604859,1
case30_load_shift_019,case30,load_shift,1,0.839805,7.684179,1
case30_load_shift_020,case30,load_shift,1,0.84037,7.756131,1
case30_load_shift_021,case30,load_shift,1,0.478255,7.458772,1
case30_load_shift_022,case30,load_shift,1,0.837069,7.549964,1
case30_load_shift_023,case30,load_shift,1,0.834951,7.629919,1
case30_load_shift_024,case30,load_shift,1,0.833843,7.70077,1
case30_load_shift_025,case30,load_shift,1,0.440133,7.370826,1
case30_load_shift_026,case30,load_shift,1,0.835134,7.468877,1
case30_load_shift_027,case30,load_shift,1,0.833861,7.555851,1
case30_load_shift_028,case30,load_shift,1,0.832678,7.632944,1
case30_load_shift_029,case30,load_shift,1,0.422084,7.291733,1
case30_load_shift_030,case30,load_shift,1,0.82689,7.38945,1
case30_load_shift_031,case30,load_shift,1,0.828101,7.478606,1
case30_load_shift_032,case30,load_shift,1,0.82748,7.558226,1
case30_load_shift_033,case30,load_shift,1,0.480033,7.282436,1
case30_load_shift_034,case30,load_shift,1,0.827527,7.381719,1
case30_load_shift_035,case30,load_shift,1,0.828153,7.4717,1
case30_load_shift_036,case30,load_shift,1,0.8268,7.55133,1
case30_load_shift_037,case30,load_shift,1,0.509664,7.305861,1
case30_load_shift_038,case30,load_shift,1,0.826968,7.402243,1
case30_load_shift_039,case30,load_shift,1,0.825585,7.487603,1
case30_load_shift_040,case30,load_shift,1,0.826266,7.565109,1
case30_load_shift_041,case30,load_shift,1,0.510218,7.318816,1
case30_load_shift_042,case30,load_shift,1,0.826812,7.413746,1
case30_load_shift_043,case30,load_shift,1,0.830881,7.503253,1
case30_load_shift_044,case30,load_shift,1,0.830991,7.583918,1
case30_load_shift_045,case30,load_shift,1,0.411717,7.237244,1
case30_load_shift_046,case30,load_shift,1,0.827215,7.340735,1
case30_load_shift_047,case30,load_shift,1,0.825956,7.432618,1
case30_load_shift_048,case30,load_shift,1,0.827025,7.51638,1
case30_load_shift_049,case30,load_shift,1,0.511345,7.276088,1
case30_load_shift_050,case30,load_shift,1,0.828704,7.377183,1
case30_load_shift_051,case30,load_shift,1,0.828788,7.468252,1
case30_load_shift_052,case30,load_shift,1,0.828525,7.549952,1
case30_load_shift_053,case30,load_shift,1,0.440128,7.235085,1
case30_load_shift_054,case30,load_shift,1,0.834249,7.345826,1
case30_load_shift_055,case30,load_shift,1,0.835463,7.446706,1
case30_load_shift_056,case30,load_shift,1,0.834951,7.536986,1
case30_load_shift_057,case30,load_shift,1,0.500097,7.283384,1
case30_load_shift_058,case30,load_shift,1,0.833002,7.388047,1
case30_load_shift_059,case30,load_shift,1,0.833686,7.482928,1
case30_stealth_drift_000,case30,stealth_drift,1,0.8333,7.567935,1
case30_stealth_drift_001,case30,stealth_drift,1,0.836084,7.647226,1
case30_stealth_drift_002,case30,stealth_drift,1,0.836367,7.71887,1
case30_stealth_drift_003,case30,stealth_drift,1,0.83242,7.779403,1
case30_stealth_drift_004,case30,stealth_drift,1,0.834854,7.836317,1
case30_stealth_drift_005,case30,stealth_drift,1,0.512585,7.565269,1
case30_stealth_drift_006,case30,stealth_drift,1,0.776658,7.585401,1
case30_stealth_drift_007,case30,stealth_drift,1,0.8805,7.707361,1
case30_stealth_drift_008,case30,stealth_drift,1,0.886869,7.823494,1
case30_stealth_drift_009,case30,stealth_drift,1,0.482056,7.523201,1
case30_stealth_drift_010,case30,stealth_drift,1,0.901133,7.672014,1
case30_stealth_drift_011,case30,stealth_drift,1,0.795913,7.700726,1
case30_stealth_drift_012,case30,stealth_drift,1,0.902484,7.833137,1
case30_stealth_drift_013,case30,stealth_drift,1,0.457022,7.506845,1
case30_stealth_drift_014,case30,stealth_drift,1,0.904547,7.660708,1
case30_stealth_drift_015,case30,stealth_drift,1,0.903551,7.798188,1
case30_stealth_drift_016,case30,stealth_drift,1,0.906394,7.924763,1
case30_stealth_drift_017,case30,stealth_drift,1,0.509009,7.641296,1
case30_stealth_drift_018,case30,stealth_drift,1,0.91175,7.788916,1
case30_stealth_drift_019,case30,stealth_drift,1,0.915077,7.925101,1
case30_stealth_drift_020,case30,stealth_drift,1,0.938093,8.070684,1
case30_stealth_drift_021,case30,stealth_drift,1,0.513228,7.776843,1
case30_stealth_drift_022,case30,stealth_drift,1,0.916515,7.915674,1
case30_stealth_drift_023,case30,stealth_drift,1,0.90342,8.027527,1
case30_stealth_drift_024,case30,stealth_drift,1,0.936403,8.161177,1
case30_stealth_drift_025,case30,stealth_drift,1,0.599323,7.944383,1
case30_stealth_drift_026,case30,stealth_drift,1,0.892601,8.042546,1
case30_stealth_drift_027,case30,stealth_drift,1,0.90122,8.139511,1
case30_stealth_drift_028,case30,stealth_drift,1,0.893396,8.218956,1
case30_stealth_drift_029,case30,stealth_drift,1,0.475254,7.872314,1
case30_stealth_drift_030,case30,stealth_drift,1,0.78865,7.873733,1
case30_stealth_drift_031,case30,stealth_drift,1,0.880171,7.966531,1
case30_stealth_drift_032,case30,stealth_drift,1,0.880275,8.050153,1
case30_stealth_drift_033,case30,stealth_drift,1,0.47518,7.720318,1
case30_stealth_drift_034,case30,stealth_drift,1,0.874853,7.823138,1
case30_stealth_drift_035,case30,stealth_drift,1,0.874743,7.915567,1
case30_stealth_drift_036,case30,stealth_drift,1,0.870712,7.994723,1
case30_stealth_drift_037,case30,stealth_drift,1,0.497835,7.693086,1
case30_stealth_drift_038,case30,stealth_drift,1,0.805927,7.729704,1
case30_stealth_drift_039,case30,stealth_drift,1,0.872938,7.829671,1
case30_stealth_drift_040,case30,stealth_drift,1,0.854142,7.900846,1
case30_stealth_drift_041,case30,stealth_drift,1,0.45389,7.564652,1
case30_stealth_drift_042,case30,stealth_drift,1,0.875451,7.683637,1
case30_stealth_drift_043,case30,stealth_drift,1,0.875131,7.790405,1
case30_stealth_drift_044,case30,stealth_drift,1,0.880193,7.891557,1
case30_stealth_drift_045,case30,stealth_drift,1,0.488324,7.590725,1
case30_stealth_drift_046,case30,stealth_drift,1,0.599859,7.431512,1
case30_stealth_drift_047,case30,stealth_drift,1,0.887347,7.575707,1
case30_stealth_drift_048,case30,stealth_drift,1,0.887706,7.705842,1
case30_stealth_drift_049,case30,stealth_drift,1,0.475632,7.41089,1
case30_stealth_drift_050,case30,stealth_drift,1,0.832685,7.502486,1
case30_stealth_drift_051,case30,stealth_drift,1,0.891505,7.643743,1
case30_stealth_drift_052,case30,stealth_drift,1,0.89264,7.772009,1
case30_stealth_drift_053,case30,stealth_drift,1,0.462859,7.457666,1
case30_stealth_drift_054,case30,stealth_drift,1,0.596495,7.308394,1
case30_stealth_drift_055,case30,stealth_drift,1,0.89226,7.469815,1
case30_stealth_drift_056,case30,stealth_drift,1,0.898547,7.62138,1
case30_stealth_drift_057,case30,stealth_drift,1,0.487482,7.346724,1
case30_stealth_drift_058,case30,stealth_drift,1,0.674892,7.286943,1
case30_stealth_drift_059,case30,stealth_drift,1,0.890253,7.448502,1
case118_baseline_000,case118,baseline,0,0.390912,0.390912,0
case118_baseline_001,case118,baseline,0,0.352673,0.704494,0
case118_baseline_002,case118,baseline,0,0.428588,1.062632,0
case118_baseline_003,case118,baseline,0,0.347219,1.303588,0
case118_baseline_004,case118,baseline,0,0.420282,1.593511,0
case118_baseline_005,case118,baseline,0,0.408498,1.842658,0
case118_baseline_006,case118,baseline,0,0.365531,2.023924,0
case118_baseline_007,case118,baseline,0,0.339102,2.160634,0
case118_baseline_008,case118,baseline,0,0.338585,2.283155,0
case118_baseline_009,case118,baseline,0,0.372868,2.427708,0
case118_baseline_010,case118,baseline,0,0.442437,2.627374,0
case118_baseline_011,case118,baseline,0,0.395471,2.760108,0
case118_baseline_012,case118,baseline,0,0.452931,2.937027,0
case118_baseline_013,case118,baseline,0,0.352245,2.99557,0
case118_baseline_014,case118,baseline,0,0.465178,3.161191,0
case118_baseline_015,case118,baseline,0,0.303355,3.148427,0
case118_baseline_016,case118,baseline,0,0.326404,3.159989,0
case118_baseline_017,case118,baseline,0,0.356706,3.200695,0
case118_baseline_018,case118,baseline,0,0.420849,3.301475,0
case118_baseline_019,case118,baseline,0,0.382585,3.353912,0
case118_baseline_020,case118,baseline,0,0.359071,3.377592,0
case118_baseline_021,case118,baseline,0,0.386828,3.426661,0
case118_baseline_022,case118,baseline,0,0.369091,3.453085,0
case118_baseline_023,case118,baseline,0,0.371454,3.479231,0
case118_baseline_024,case118,baseline,0,0.390102,3.52141,0
case118_baseline_025,case118,baseline,0,0.332934,3.502203,0
case118_baseline_026,case118,baseline,0,0.407956,3.559938,0
case118_baseline_027,case118,baseline,0,0.422867,3.626812,0
case118_baseline_028,case118,baseline,0,0.423137,3.687268,0
case118_baseline_029,case118,baseline,0,0.411672,3.730213,0
case118_baseline_030,case118,baseline,0,0.422928,3.78012,0
case118_baseline_031,case118,baseline,0,0.435644,3.837752,0
case118_baseline_032,case118,baseline,0,0.400501,3.854477,0
case118_baseline_033,case118,baseline,0,0.332746,3.801775,0
case118_baseline_034,case118,baseline,0,0.350798,3.772396,0
case118_baseline_035,case118,baseline,0,0.381164,3.776321,0
case118_baseline_036,case118,baseline,0,0.373923,3.772612,0
case118_baseline_037,case118,baseline,0,0.36707,3.762421,0
case118_baseline_038,case118,baseline,0,0.425202,3.811381,0
case118_baseline_039,case118,baseline,0,0.46645,3.896694,0
case118_baseline_040,case118,baseline,0,0.448062,3.955086,0
case118_baseline_041,case118,baseline,0,0.485284,4.044862,0
case118_baseline_042,case118,baseline,0,0.387613,4.027989,0
case118_baseline_043,case118,baseline,0,0.408264,4.033454,0
case118_baseline_044,case118,baseline,0,0.37096,4.001069,0
case118_baseline_045,case118,baseline,0,0.361944,3.962907,0
case118_baseline_046,case118,baseline,0,0.341157,3.907773,0
case118_baseline_047,case118,baseline,0,0.377823,3.894819,0
case118_baseline_048,case118,baseline,0,0.322959,3.828296,0
case118_baseline_049,case118,baseline,0,0.359856,3.805322,0
case118_baseline_050,case118,baseline,0,0.373499,3.79829,0
case118_baseline_051,case118,baseline,0,0.38324,3.801701,0
case118_baseline_052,case118,baseline,0,0.363537,3.785068,0
case118_baseline_053,case118,baseline,0,0.437862,3.844423,0
case118_baseline_054,case118,baseline,0,0.407143,3.867124,0
case118_baseline_055,case118,baseline,0,0.373791,3.854203,0
case118_baseline_056,case118,baseline,0,0.416671,3.885453,0
case118_baseline_057,case118,baseline,0,0.434475,3.931383,0
case118_baseline_058,case118,baseline,0,0.369551,3.907795,0
case118_baseline_059,case118,baseline,0,0.370264,3.88728,0
case118_branch_outage_000,case118,branch_outage,1,0.560976,4.059528,0
case118_branch_outage_001,case118,branch_outage,1,0.849907,4.503483,0
case118_branch_outage_002,case118,branch_outage,1,0.850297,4.903432,0
case118_branch_outage_003,case118,branch_outage,1,0.850704,5.263793,0
case118_branch_outage_004,case118,branch_outage,1,0.846244,5.583657,1
case118_branch_outage_005,case118,branch_outage,1,0.847742,5.873033,1
case118_branch_outage_006,case118,branch_outage,1,0.848785,6.134515,1
case118_branch_outage_007,case118,branch_outage,1,0.846066,6.367129,1
case118_branch_outage_008,case118,branch_outage,1,0.847052,6.577468,1
case118_branch_outage_009,case118,branch_outage,1,0.846808,6.766529,1
case118_branch_outage_010,case118,branch_outage,1,0.845186,6.935062,1
case118_branch_outage_011,case118,branch_outage,1,0.848696,7.090252,1
case118_branch_outage_012,case118,branch_outage,1,0.84704,7.228267,1
case118_branch_outage_013,case118,branch_outage,1,0.843064,7.348504,1
case118_branch_outage_014,case118,branch_outage,1,0.844302,7.457956,1
case118_branch_outage_015,case118,branch_outage,1,0.843412,7.555572,1
case118_branch_outage_016,case118,branch_outage,1,0.842921,7.642936,1
case118_branch_outage_017,case118,branch_outage,1,0.845911,7.724553,1
case118_branch_outage_018,case118,branch_outage,1,0.840461,7.792559,1
case118_branch_outage_019,case118,branch_outage,1,0.839635,7.852938,1
case118_branch_outage_020,case118,branch_outage,1,0.836092,7.903737,1
case118_branch_outage_021,case118,branch_outage,1,0.83298,7.946343,1
case118_branch_outage_022,case118,branch_outage,1,0.83319,7.984899,1
case118_branch_outage_023,case118,branch_outage,1,0.835945,8.022354,1
case118_branch_outage_024,case118,branch_outage,1,0.836977,8.057096,1
case118_branch_outage_025,case118,branch_outage,1,0.832002,8.083388,1
case118_branch_outage_026,case118,branch_outage,1,0.834165,8.109214,1
case118_branch_outage_027,case118,branch_outage,1,0.835913,8.134206,1
case118_branch_outage_028,case118,branch_outage,1,0.833988,8.154773,1
case118_branch_outage_029,case118,branch_outage,1,0.833062,8.172358,1
case118_branch_outage_030,case118,branch_outage,1,0.83289,8.188012,1
case118_branch_outage_031,case118,branch_outage,1,0.834059,8.20327,1
case118_branch_outage_032,case118,branch_outage,1,0.832828,8.215771,1
case118_branch_outage_033,case118,branch_outage,1,0.837586,8.231781,1
case118_branch_outage_034,case118,branch_outage,1,0.835867,8.24447,1
case118_branch_outage_035,case118,branch_outage,1,0.835562,8.255584,1
case118_branch_outage_036,case118,branch_outage,1,0.837472,8.267498,1
case118_branch_outage_037,case118,branch_outage,1,0.834638,8.275387,1
case118_branch_outage_038,case118,branch_outage,1,0.834429,8.282277,1
case118_branch_outage_039,case118,branch_outage,1,0.837858,8.291907,1
case118_branch_outage_040,case118,branch_outage,1,0.839832,8.302548,1
case118_branch_outage_041,case118,branch_outage,1,0.840857,8.313151,1
case118_branch_outage_042,case118,branch_outage,1,0.838709,8.320545,1
case118_branch_outage_043,case118,branch_outage,1,0.835769,8.32426,1
case118_branch_outage_044,case118,branch_outage,1,0.837605,8.329438,1
case118_branch_outage_045,case118,branch_outage,1,0.839491,8.335986,1
case118_branch_outage_046,case118,branch_outage,1,0.836244,8.338631,1
case118_branch_outage_047,case118,branch_outage,1,0.835896,8.340663,1
case118_branch_outage_048,case118,branch_outage,1,0.837681,8.344278,1
case118_branch_outage_049,case118,branch_outage,1,0.837594,8.347444,1
case118_branch_outage_050,case118,branch_outage,1,0.837412,8.350112,1
case118_branch_outage_051,case118,branch_outage,1,0.838781,8.353882,1
case118_branch_outage_052,case118,branch_outage,1,0.842495,8.360989,1
case118_branch_outage_053,case118,branch_outage,1,0.839003,8.363893,1
case118_branch_outage_054,case118,branch_outage,1,0.839804,8.367307,1
case118_branch_outage_055,case118,branch_outage,1,0.84104,8.371617,1
case118_branch_outage_056,case118,branch_outage,1,0.837893,8.372349,1
case118_branch_outage_057,case118,branch_outage,1,0.837998,8.373112,1
case118_branch_outage_058,case118,branch_outage,1,0.838676,8.374477,1
case118_branch_outage_059,case118,branch_outage,1,0.839143,8.376173,1
case118_fdia_000,case118,fdia,1,0.839499,8.378054,1
case118_fdia_001,case118,fdia,1,0.842847,8.383095,1
case118_fdia_002,case118,fdia,1,0.843385,8.388171,1
case118_fdia_003,case118,fdia,1,0.845955,8.395308,1
case118_fdia_004,case118,fdia,1,0.845399,8.401177,1
case118_fdia_005,case118,fdia,1,0.843335,8.404394,1
case118_fdia_006,case118,fdia,1,0.84589,8.409845,1
case118_fdia_007,case118,fdia,1,0.846812,8.415672,1
case118_fdia_008,case118,fdia,1,0.848411,8.422516,1
case118_fdia_009,case118,fdia,1,0.851344,8.431608,1
case118_fdia_010,case118,fdia,1,0.853419,8.441866,1
case118_fdia_011,case118,fdia,1,0.849486,8.447166,1
case118_fdia_012,case118,fdia,1,0.847025,8.449474,1
case118_fdia_013,case118,fdia,1,0.850272,8.454798,1
case118_fdia_014,case118,fdia,1,0.853329,8.462648,1
case118_fdia_015,case118,fdia,1,0.853974,8.470357,1
case118_fdia_016,case118,fdia,1,0.855466,8.478787,1
case118_fdia_017,case118,fdia,1,0.855751,8.48666,1
case118_fdia_018,case118,fdia,1,0.857455,8.495449,1
case118_fdia_019,case118,fdia,1,0.855163,8.501067,1
case118_fdia_020,case118,fdia,1,0.854364,8.505324,1
case118_fdia_021,case118,fdia,1,0.850127,8.504919,1
case118_fdia_022,case118,fdia,1,0.84811,8.502537,1
case118_fdia_023,case118,fdia,1,0.848124,8.500407,1
case118_fdia_024,case118,fdia,1,0.846746,8.497113,1
case118_fdia_025,case118,fdia,1,0.848227,8.495629,1
case118_fdia_026,case118,fdia,1,0.848604,8.49467,1
case118_fdia_027,case118,fdia,1,0.8478,8.493002,1
case118_fdia_028,case118,fdia,1,0.846579,8.490281,1
case118_fdia_029,case118,fdia,1,0.844186,8.485439,1
case118_fdia_030,case118,fdia,1,0.84268,8.479575,1
case118_fdia_031,case118,fdia,1,0.841928,8.473545,1
case118_fdia_032,case118,fdia,1,0.841026,8.467217,1
case118_fdia_033,case118,fdia,1,0.837731,8.458226,1
case118_fdia_034,case118,fdia,1,0.836607,8.44901,1
case118_fdia_035,case118,fdia,1,0.835059,8.439168,1
case118_fdia_036,case118,fdia,1,0.833549,8.4288,1
case118_fdia_037,case118,fdia,1,0.835961,8.421881,1
case118_fdia_038,case118,fdia,1,0.833881,8.413574,1
case118_fdia_039,case118,fdia,1,0.832559,8.404776,1
case118_fdia_040,case118,fdia,1,0.837383,8.401682,1
case118_fdia_041,case118,fdia,1,0.840495,8.402009,1
case118_fdia_042,case118,fdia,1,0.842241,8.404049,1
case118_fdia_043,case118,fdia,1,0.839577,8.40322,1
case118_fdia_044,case118,fdia,1,0.840954,8.403853,1
case118_fdia_045,case118,fdia,1,0.841309,8.404777,1
case118_fdia_046,case118,fdia,1,0.838051,8.40235,1
case118_fdia_047,case118,fdia,1,0.837459,8.399574,1
case118_fdia_048,case118,fdia,1,0.837552,8.397168,1
case118_fdia_049,case118,fdia,1,0.837854,8.395305,1
case118_fdia_050,case118,fdia,1,0.840432,8.396206,1
case118_fdia_051,case118,fdia,1,0.843865,8.400451,1
case118_fdia_052,case118,fdia,1,0.844794,8.4052,1
case118_fdia_053,case118,fdia,1,0.842754,8.407433,1
case118_fdia_054,case118,fdia,1,0.84319,8.40988,1
case118_fdia_055,case118,fdia,1,0.846929,8.415822,1
case118_fdia_056,case118,fdia,1,0.850842,8.425082,1
case118_fdia_057,case118,fdia,1,0.849436,8.432009,1
case118_fdia_058,case118,fdia,1,0.85181,8.440618,1
case118_fdia_059,case118,fdia,1,0.852413,8.448969,1
case118_load_shift_000,case118,load_shift,1,0.850197,8.454269,1
case118_load_shift_001,case118,load_shift,1,0.84624,8.455082,1
case118_load_shift_002,case118,load_shift,1,0.845891,8.455465,1
case118_load_shift_003,case118,load_shift,1,0.848911,8.458829,1
case118_load_shift_004,case118,load_shift,1,0.849351,8.462297,1
case118_load_shift_005,case118,load_shift,1,0.657112,8.273179,1
case118_load_shift_006,case118,load_shift,1,0.854526,8.300387,1
case118_load_shift_007,case118,load_shift,1,0.857058,8.327406,1
case118_load_shift_008,case118,load_shift,1,0.859644,8.354309,1
case118_load_shift_009,case118,load_shift,1,0.460644,7.979523,1
case118_load_shift_010,case118,load_shift,1,0.859425,8.040995,1
case118_load_shift_011,case118,load_shift,1,0.856596,8.093492,1
case118_load_shift_012,case118,load_shift,1,0.855482,8.139625,1
case118_load_shift_013,case118,load_shift,1,0.461165,7.786827,1
case118_load_shift_014,case118,load_shift,1,0.857786,7.865931,1
case118_load_shift_015,case118,load_shift,1,0.855912,7.93525,1
case118_load_shift_016,case118,load_shift,1,0.853132,7.994857,1
case118_load_shift_017,case118,load_shift,1,0.526293,7.721664,1
case118_load_shift_018,case118,load_shift,1,0.85169,7.801187,1
case118_load_shift_019,case118,load_shift,1,0.853216,7.874284,1
case118_load_shift_020,case118,load_shift,1,0.853844,7.940699,1
case118_load_shift_021,case118,load_shift,1,0.44619,7.592819,1
