sample_id,case,scenario,severity_tier,attack_magnitude,snr_estimate,sample_idx,split,y_true,nis,nis_threshold,a_nis,cusum_g,cusum_threshold,a_cusum,jitter_z,jitter_bar,a_jitter,s_comp,theta_seq,theta_threshold,a_seq,votes,d_k2,d_k1,S_cond
case30_baseline_022,case30,baseline,Tier 0 (Benign),0.0,0.0,22,test,0,103.0377,124.1163,0,0.0,5.0,0,0.2802,0.8037,0,0.247729,2.957404,4.83423,0,0,0,0,3001.02
case30_baseline_023,case30,baseline,Tier 0 (Benign),0.0,0.0,23,test,0,153.9272,124.1163,1,0.5436,5.0,0,1.0085,0.7569,0,0.3642,3.025864,4.83423,0,1,0,1,2993.28
case30_baseline_024,case30,baseline,Tier 0 (Benign),0.0,0.0,24,test,0,154.5409,124.1163,1,1.1157,5.0,0,0.0945,0.7533,0,0.382417,3.105695,4.83423,0,1,0,1,2997.42
case30_baseline_025,case30,baseline,Tier 0 (Benign),0.0,0.0,25,test,0,128.5416,124.1163,1,0.4775,5.0,0,1.5431,0.7728,0,0.31188,3.107006,4.83423,0,1,0,1,3000.56
case30_baseline_026,case30,baseline,Tier 0 (Benign),0.0,0.0,26,test,0,109.3134,124.1163,0,0.0,5.0,0,0.2988,0.7094,0,0.255654,3.051959,4.83423,0,0,0,0,2995.75
case30_baseline_027,case30,baseline,Tier 0 (Benign),0.0,0.0,27,test,0,127.1844,124.1163,1,0.0,5.0,0,0.2186,0.705,0,0.291427,3.038191,4.83423,0,1,0,1,3000.65
case30_baseline_028,case30,baseline,Tier 0 (Benign),0.0,0.0,28,test,0,126.0078,124.1163,1,0.0,5.0,0,1.1147,0.7235,0,0.289983,3.024355,4.83423,0,1,0,1,2993.74
case30_baseline_029,case30,baseline,Tier 0 (Benign),0.0,0.0,29,test,0,123.5458,124.1163,0,0.0,5.0,0,0.5696,0.7037,0,0.284034,3.005953,4.83423,0,0,0,0,2998.96
case30_baseline_030,case30,baseline,Tier 0 (Benign),0.0,0.0,30,test,0,155.5336,124.1163,1,0.6183,5.0,0,0.0786,0.6723,0,0.365446,3.070804,4.83423,0,1,0,1,2993.69
case30_baseline_031,case30,baseline,Tier 0 (Benign),0.0,0.0,31,test,0,160.7708,124.1163,1,1.4805,5.0,0,0.4246,0.6573,0,0.40111,3.164833,4.83423,0,1,0,1,2989.69
case30_baseline_032,case30,baseline,Tier 0 (Benign),0.0,0.0,32,test,0,145.2791,124.1163,1,1.6215,5.0,0,0.7363,0.5771,0,0.370127,3.218477,4.83423,0,1,0,1,2994.22
case30_baseline_033,case30,baseline,Tier 0 (Benign),0.0,0.0,33,test,0,137.6781,124.1163,1,1.4086,5.0,0,0.3399,0.5636,0,0.347756,3.244385,4.83423,0,1,0,1,2995.03
case30_baseline_034,case30,baseline,Tier 0 (Benign),0.0,0.0,34,test,0,113.8243,124.1163,0,0.0853,5.0,0,0.0551,0.5432,0,0.25899,3.178937,4.83423,0,0,0,0,2999.34
case30_baseline_035,case30,baseline,Tier 0 (Benign),0.0,0.0,35,test,0,122.0882,124.1163,0,0.0,5.0,0,0.4084,0.5311,0,0.272471,3.133514,4.83423,0,0,0,0,2987.82
case30_baseline_036,case30,baseline,Tier 0 (Benign),0.0,0.0,36,test,0,135.8659,124.1163,1,0.0,5.0,0,0.1518,0.5323,0,0.300281,3.120444,4.83423,0,1,0,1,2995.29
case30_baseline_037,case30,baseline,Tier 0 (Benign),0.0,0.0,37,test,0,134.1935,124.1163,1,0.0,5.0,0,0.5479,0.5577,0,0.298182,3.106581,4.83423,0,1,0,1,2991.28
case30_baseline_038,case30,baseline,Tier 0 (Benign),0.0,0.0,38,test,0,121.7699,124.1163,0,0.0,5.0,0,1.0793,0.6017,0,0.275357,3.07128,4.83423,0,0,0,0,2996.87
case30_baseline_039,case30,baseline,Tier 0 (Benign),0.0,0.0,39,test,0,121.6806,124.1163,0,0.0,5.0,0,0.8725,0.5659,0,0.273391,3.037543,4.83423,0,0,0,0,2996.62
case30_baseline_040,case30,baseline,Tier 0 (Benign),0.0,0.0,40,test,0,96.4979,124.1163,0,0.0,5.0,0,1.3893,0.5889,0,0.223817,2.957605,4.83423,0,0,0,0,2996.3
case30_baseline_041,case30,baseline,Tier 0 (Benign),0.0,0.0,41,test,0,121.281,124.1163,0,0.0,5.0,0,0.0931,0.5652,0,0.272551,2.934395,4.83423,0,0,0,0,2997.44
case30_baseline_042,case30,baseline,Tier 0 (Benign),0.0,0.0,42,test,0,120.3623,124.1163,0,0.0,5.0,0,0.2846,0.5655,0,0.270711,2.911667,4.83423,0,0,0,0,2993.57
case30_baseline_043,case30,baseline,Tier 0 (Benign),0.0,0.0,43,test,0,148.6457,124.1163,1,0.2977,5.0,0,0.1307,0.5216,0,0.334417,2.954917,4.83423,0,1,0,1,2998.57
case30_baseline_044,case30,baseline,Tier 0 (Benign),0.0,0.0,44,test,0,144.6718,124.1163,1,0.4104,5.0,0,1.8681,0.6102,0,0.334228,2.993653,4.83423,0,1,0,1,2994.64
case30_baseline_045,case30,baseline,Tier 0 (Benign),0.0,0.0,45,test,0,147.3086,124.1163,1,0.6459,5.0,0,0.0617,0.5362,0,0.342899,3.037187,4.83423,0,1,0,1,2999.39
case30_baseline_046,case30,baseline,Tier 0 (Benign),0.0,0.0,46,test,0,170.5634,124.1163,1,1.9639,5.0,0,1.3458,0.5885,0,0.431898,3.165367,4.83423,0,1,0,1,3002.0
case30_baseline_047,case30,baseline,Tier 0 (Benign),0.0,0.0,47,test,0,144.2693,124.1163,1,2.0578,5.0,0,0.0362,0.5794,0,0.381299,3.230128,4.83423,0,1,0,1,2997.24
case30_baseline_048,case30,baseline,Tier 0 (Benign),0.0,0.0,48,test,0,110.1738,124.1163,0,0.5646,5.0,0,1.2991,0.5886,0,0.268286,3.175401,4.83423,0,0,0,0,3000.8
case30_baseline_049,case30,baseline,Tier 0 (Benign),0.0,0.0,49,test,0,167.5014,124.1163,1,1.7401,5.0,0,0.4457,0.5824,0,0.418712,3.276573,4.83423,0,1,0,1,2994.22
case30_baseline_050,case30,baseline,Tier 0 (Benign),0.0,0.0,50,test,0,172.9875,124.1163,1,3.1709,5.0,0,1.0368,0.6303,0,0.475083,3.423999,4.83423,0,1,0,1,2999.53
case30_baseline_051,case30,baseline,Tier 0 (Benign),0.0,0.0,51,test,0,120.1259,124.1163,0,2.141,5.0,0,0.2946,0.6238,0,0.337384,3.418982,4.83423,0,0,0,0,3000.2
case30_baseline_052,case30,baseline,Tier 0 (Benign),0.0,0.0,52,test,0,139.2297,124.1163,1,2.0004,5.0,0,0.9284,0.6334,0,0.372125,3.449209,4.83423,0,1,0,1,2998.32
case30_baseline_053,case30,baseline,Tier 0 (Benign),0.0,0.0,53,test,0,138.602,124.1163,1,1.8305,5.0,0,1.3987,0.6864,0,0.368412,3.4727,4.83423,0,1,0,1,2995.4
case30_baseline_054,case30,baseline,Tier 0 (Benign),0.0,0.0,54,test,0,125.6895,124.1163,1,1.0596,5.0,0,0.5825,0.7128,0,0.320593,3.446023,4.83423,0,1,0,1,3000.58
case30_baseline_055,case30,baseline,Tier 0 (Benign),0.0,0.0,55,test,0,114.1098,124.1163,0,0.0,5.0,0,0.4215,0.7134,0,0.265515,3.366936,4.83423,0,0,0,0,2998.12
case30_baseline_056,case30,baseline,Tier 0 (Benign),0.0,0.0,56,test,0,152.8837,124.1163,1,0.495,5.0,0,0.1464,0.7131,0,0.358451,3.388694,4.83423,0,1,0,1,3001.86
case30_baseline_057,case30,baseline,Tier 0 (Benign),0.0,0.0,57,test,0,113.3842,124.1163,0,0.0,5.0,0,2.4405,0.8078,0,0.268772,3.318596,4.83423,0,0,0,0,3001.44
case30_baseline_058,case30,baseline,Tier 0 (Benign),0.0,0.0,58,test,0,146.2836,124.1163,1,0.1877,5.0,0,1.0645,0.807,0,0.340634,3.32737,4.83423,0,1,0,1,3001.37
case30_baseline_059,case30,baseline,Tier 0 (Benign),0.0,0.0,59,test,0,159.6033,124.1163,1,0.9955,5.0,0,0.0049,0.7637,0,0.389528,3.384161,4.83423,0,1,0,1,2996.54
case30_branch_outage_000,case30,branch_outage,Tier 1 (Subtle),0.0025,1.25,0,test,1,154.8833,124.1163,1,1.5836,5.0,0,0.292,0.7088,0,0.394919,3.440664,4.83423,0,1,0,1,2996.46
case30_branch_outage_001,case30,branch_outage,Tier 2 (Moderate),0.005,2.5,1,test,1,469.3264,124.1163,1,16.8095,5.0,1,0.7079,0.7395,0,0.836976,3.933574,4.83423,0,2,1,1,2999.32
case30_branch_outage_002,case30,branch_outage,Tier 3 (Strong),0.008,4.0,2,test,1,1193.6222,124.1163,1,65.7527,5.0,1,0.3318,0.7419,0,0.837094,4.377311,4.83423,0,2,1,1,3005.04
case30_branch_outage_003,case30,branch_outage,Tier 4 (Severe),0.012,6.0,3,test,1,2536.2501,124.1163,1,177.1975,5.0,1,2.0398,0.8373,0,0.841867,4.781447,4.83423,0,2,1,1,2992.54
case30_branch_outage_004,case30,branch_outage,Tier 1 (Subtle),0.0025,1.25,4,test,1,1832.9397,124.1163,1,255.902,5.0,1,1.2616,0.807,0,0.840351,5.143653,4.83423,1,2,1,1,3006.88
case30_branch_outage_005,case30,branch_outage,Tier 2 (Moderate),0.005,2.5,5,test,1,505.2166,124.1163,1,272.7986,5.0,1,0.9459,0.8512,0,0.842561,5.471849,4.83423,1,2,1,1,2988.74
case30_branch_outage_006,case30,branch_outage,Tier 3 (Strong),0.008,4.0,6,test,1,1472.4381,124.1163,1,334.7211,5.0,1,1.4379,0.8558,0,0.842792,5.767456,4.83423,1,2,1,1,2998.82
case30_branch_outage_007,case30,branch_outage,Tier 4 (Severe),0.012,6.0,7,test,1,3593.3028,124.1163,1,495.3735,5.0,1,0.0536,0.8567,0,0.842835,6.033545,4.83423,1,2,1,1,2992.84
case30_branch_outage_008,case30,branch_outage,Tier 1 (Subtle),0.0025,1.25,8,test,1,2556.0699,124.1163,1,607.741,5.0,1,0.2435,0.8039,0,0.840196,6.270387,4.83423,1,2,1,1,3035.49
case30_branch_outage_009,case30,branch_outage,Tier 2 (Moderate),0.005,2.5,9,test,1,488.8515,124.1163,1,623.8758,5.0,1,0.0101,0.7821,0,0.839107,6.482455,4.83423,1,2,1,1,2995.87
case30_branch_outage_010,case30,branch_outage,Tier 3 (Strong),0.008,4.0,10,test,1,1557.8135,124.1163,1,689.7727,5.0,1,0.1644,0.7385,0,0.836926,6.671136,4.83423,1,2,1,1,2994.16
case30_branch_outage_011,case30,branch_outage,Tier 4 (Severe),0.012,6.0,11,test,1,4696.5884,124.1163,1,901.785,5.0,1,0.8828,0.7679,0,0.838396,6.842419,4.83423,1,2,1,1,2988.37
case30_branch_outage_012,case30,branch_outage,Tier 1 (Subtle),0.0025,1.25,12,test,1,3091.6285,124.1163,1,1039.0836,5.0,1,0.4493,0.744,0,0.837199,6.995376,4.83423,1,2,1,1,3016.15
case30_branch_outage_013,case30,branch_outage,Tier 2 (Moderate),0.005,2.5,13,test,1,676.2765,124.1163,1,1063.9434,5.0,1,0.0896,0.6785,0,0.833926,7.129764,4.83423,1,2,1,1,2995.6
case30_branch_outage_014,case30,branch_outage,Tier 3 (Strong),0.008,4.0,14,test,1,1754.548,124.1163,1,1138.9986,5.0,1,1.8539,0.7421,0,0.837104,7.253892,4.83423,1,2,1,1,2994.25
case30_branch_outage_015,case30,branch_outage,Tier 4 (Severe),0.012,6.0,15,test,1,3271.3895,124.1163,1,1284.6654,5.0,1,1.3514,0.7886,0,0.839429,7.367932,4.83423,1,2,1,1,3017.47
case30_branch_outage_016,case30,branch_outage,Tier 1 (Subtle),0.0025,1.25,16,test,1,3078.2712,124.1163,1,1421.3422,5.0,1,0.6997,0.8163,0,0.840813,7.471951,4.83423,1,2,1,1,2988.41
case30_branch_outage_017,case30,branch_outage,Tier 2 (Moderate),0.005,2.5,17,test,1,520.3485,124.1163,1,1438.9433,5.0,1,2.35,0.8117,0,0.840586,7.565342,4.83423,1,2,1,1,3001.87
case30_branch_outage_018,case30,branch_outage,Tier 3 (Strong),0.008,4.0,18,test,1,1216.1997,124.1163,1,1488.9374,5.0,1,0.368,0.7769,0,0.838845,7.647653,4.83423,1,2,1,1,2993.4
case30_branch_outage_019,case30,branch_outage,Tier 4 (Severe),0.012,6.0,19,test,1,2226.9016,124.1163,1,1585.9815,5.0,1,0.5586,0.8046,0,0.840229,7.723117,4.83423,1,2,1,1,3000.8
case30_branch_outage_020,case30,branch_outage,Tier 1 (Subtle),0.0025,1.25,20,test,1,1914.399,124.1163,1,1668.478,5.0,1,0.4118,0.8106,0,0.840529,7.791334,4.83423,1,2,1,1,3029.08
case30_branch_outage_021,case30,branch_outage,Tier 2 (Moderate),0.005,2.5,21,test,1,398.4703,124.1163,1,1680.4055,5.0,1,1.1152,0.8309,0,0.841547,7.853748,4.83423,1,2,1,1,3006.7
case30_branch_outage_022,case30,branch_outage,Tier 3 (Strong),0.008,4.0,22,test,1,1228.724,124.1163,1,1730.9827,5.0,1,1.0651,0.8676,0,0.843381,7.911754,4.83423,1,2,1,1,3007.52
case30_branch_outage_023,case30,branch_outage,Tier 4 (Severe),0.012,6.0,23,test,1,3110.7021,124.1163,1,1869.1692,5.0,1,0.4056,0.7859,0,0.839295,7.959873,4.83423,1,2,1,1,3018.96
case30_branch_outage_024,case30,branch_outage,Tier 1 (Subtle),0.0025,1.25,24,test,1,2309.2762,124.1163,1,1970.048,5.0,1,1.1565,0.7806,0,0.839032,8.002918,4.83423,1,2,1,1,3020.45
case30_branch_outage_025,case30,branch_outage,Tier 2 (Moderate),0.005,2.5,25,test,1,468.9573,124.1163,1,1985.2567,5.0,1,0.1863,0.7427,0,0.837133,8.039759,4.83423,1,2,1,1,3002.52
case30_branch_outage_026,case30,branch_outage,Tier 3 (Strong),0.008,4.0,26,test,1,1563.0156,124.1163,1,2051.3958,5.0,1,0.8934,0.7154,0,0.835772,8.071555,4.83423,1,2,1,1,2990.67
case30_branch_outage_027,case30,branch_outage,Tier 4 (Severe),0.012,6.0,27,test,1,2889.1547,124.1163,1,2179.2689,5.0,1,1.4468,0.7851,0,0.839255,8.103654,4.83423,1,2,1,1,2980.49
case30_branch_outage_028,case30,branch_outage,Tier 1 (Subtle),0.0025,1.25,28,test,1,2269.9283,124.1163,1,2278.3159,5.0,1,0.7982,0.8128,0,0.840641,8.13393,4.83423,1,2,1,1,2960.75
case30_branch_outage_029,case30,branch_outage,Tier 2 (Moderate),0.005,2.5,29,test,1,503.8342,124.1163,1,2295.1483,5.0,1,1.4403,0.8843,0,0.844217,8.164754,4.83423,1,2,1,1,2981.91
case30_branch_outage_030,case30,branch_outage,Tier 3 (Strong),0.008,4.0,30,test,1,1623.2581,124.1163,1,2364.0917,5.0,1,0.5371,0.903,0,0.845149,8.193427,4.83423,1,2,1,1,2989.42
case30_branch_outage_031,case30,branch_outage,Tier 4 (Severe),0.012,6.0,31,test,1,2817.7417,124.1163,1,2488.6404,5.0,1,1.4484,0.9313,0,0.846563,8.220647,4.83423,1,2,1,1,2973.09
case30_branch_outage_032,case30,branch_outage,Tier 1 (Subtle),0.0025,1.25,32,test,1,2116.3891,124.1163,1,2580.5399,5.0,1,0.4392,0.9307,0,0.846537,8.24512,4.83423,1,2,1,1,2965.98
case30_branch_outage_033,case30,branch_outage,Tier 2 (Moderate),0.005,2.5,33,test,1,449.2167,124.1163,1,2594.8297,5.0,1,1.6719,1.0099,0,0.850493,8.271101,4.83423,1,2,1,1,2996.95
case30_branch_outage_034,case30,branch_outage,Tier 3 (Strong),0.008,4.0,34,test,1,1217.6351,124.1163,1,2644.8907,5.0,1,0.1646,0.9254,0,0.84627,8.290261,4.83423,1,2,1,1,3005.37
case30_branch_outage_035,case30,branch_outage,Tier 4 (Severe),0.012,6.0,35,test,1,3841.03,124.1163,1,2817.0752,5.0,1,0.9781,0.9067,0,0.845337,8.306571,4.83423,1,2,1,1,2999.52
case30_branch_outage_036,case30,branch_outage,Tier 1 (Subtle),0.0025,1.25,36,test,1,2518.8121,124.1163,1,2927.7083,5.0,1,0.1181,0.8777,0,0.843883,8.319797,4.83423,1,2,1,1,2988.66
case30_branch_outage_037,case30,branch_outage,Tier 2 (Moderate),0.005,2.5,37,test,1,331.3771,124.1163,1,2936.5124,5.0,1,0.5495,0.7876,0,0.839381,8.327198,4.83423,1,2,1,1,2991.26
case30_branch_outage_038,case30,branch_outage,Tier 3 (Strong),0.008,4.0,38,test,1,1028.6154,124.1163,1,2977.7742,5.0,1,0.8906,0.8138,0,0.840688,8.335166,4.83423,1,2,1,1,2977.14
case30_branch_outage_039,case30,branch_outage,Tier 4 (Severe),0.012,6.0,39,test,1,2539.725,124.1163,1,3089.3808,5.0,1,1.0837,0.84,0,0.842001,8.34365,4.83423,1,2,1,1,2965.54
case30_branch_outage_040,case30,branch_outage,Tier 1 (Subtle),0.0025,1.25,40,test,1,1577.9518,124.1163,1,3156.2151,5.0,1,1.5263,0.8957,0,0.844787,8.354072,4.83423,1,2,1,1,2978.9
case30_branch_outage_041,case30,branch_outage,Tier 2 (Moderate),0.005,2.5,41,test,1,704.5737,124.1163,1,3182.3922,5.0,1,0.041,0.842,0,0.842101,8.360766,4.83423,1,2,1,1,2999.95
case30_branch_outage_042,case30,branch_outage,Tier 3 (Strong),0.008,4.0,42,test,1,1629.4188,124.1163,1,3251.6224,5.0,1,0.276,0.8026,0,0.840128,8.364818,4.83423,1,2,1,1,2999.38
case30_branch_outage_043,case30,branch_outage,Tier 4 (Severe),0.012,6.0,43,test,1,2545.4109,124.1163,1,3363.4937,5.0,1,0.2064,0.7926,0,0.83963,8.367966,4.83423,1,2,1,1,2991.71
case30_branch_outage_044,case30,branch_outage,Tier 1 (Subtle),0.0025,1.25,44,test,1,2080.9506,124.1163,1,3453.7435,5.0,1,0.1344,0.7415,0,0.837075,8.368245,4.83423,1,2,1,1,3009.04
case30_branch_outage_045,case30,branch_outage,Tier 2 (Moderate),0.005,2.5,45,test,1,484.0557,124.1163,1,3469.6551,5.0,1,0.8495,0.7747,0,0.838733,8.370154,4.83423,1,2,1,1,2993.7
case30_branch_outage_046,case30,branch_outage,Tier 3 (Strong),0.008,4.0,46,test,1,1267.7917,124.1163,1,3522.051,5.0,1,1.3941,0.7997,0,0.839985,8.373123,4.83423,1,2,1,1,3001.31
case30_branch_outage_047,case30,branch_outage,Tier 4 (Severe),0.012,6.0,47,test,1,4166.7221,124.1163,1,3709.397,5.0,1,0.7096,0.7628,0,0.838142,8.373953,4.83423,1,2,1,1,3012.63
case30_branch_outage_048,case30,branch_outage,Tier 1 (Subtle),0.0025,1.25,48,test,1,2505.0774,124.1163,1,3819.3907,5.0,1,0.0642,0.7261,0,0.836307,8.372865,4.83423,1,2,1,1,2997.39
case30_branch_outage_049,case30,branch_outage,Tier 2 (Moderate),0.005,2.5,49,test,1,524.7965,124.1163,1,3837.1988,5.0,1,1.048,0.7065,0,0.835327,8.370905,4.83423,1,2,1,1,3008.9
case30_branch_outage_050,case30,branch_outage,Tier 3 (Strong),0.008,4.0,50,test,1,1955.5069,124.1163,1,3921.609,5.0,1,0.0191,0.6806,0,0.834031,8.367846,4.83423,1,2,1,1,2989.01
case30_branch_outage_051,case30,branch_outage,Tier 4 (Severe),0.012,6.0,51,test,1,3112.5243,124.1163,1,4059.8803,5.0,1,0.5634,0.6364,0,0.831819,8.36288,4.83423,1,2,1,1,3011.62
case30_branch_outage_052,case30,branch_outage,Tier 1 (Subtle),0.0025,1.25,52,test,1,2029.6293,124.1163,1,4147.7411,5.0,1,1.8711,0.708,0,0.835399,8.361991,4.83423,1,2,1,1,3011.6
case30_branch_outage_053,case30,branch_outage,Tier 2 (Moderate),0.005,2.5,53,test,1,575.8997,124.1163,1,4167.9282,5.0,1,0.8941,0.6691,0,0.833454,8.359246,4.83423,1,2,1,1,2994.56
case30_branch_outage_054,case30,branch_outage,Tier 3 (Strong),0.008,4.0,54,test,1,1518.1353,124.1163,1,4231.978,5.0,1,0.9073,0.7062,0,0.835311,8.358632,4.83423,1,2,1,1,3004.13
case30_branch_outage_055,case30,branch_outage,Tier 4 (Severe),0.012,6.0,55,test,1,3001.4386,124.1163,1,4365.0781,5.0,1,1.7008,0.7424,0,0.837118,8.359887,4.83423,1,2,1,1,3008.12
case30_branch_outage_056,case30,branch_outage,Tier 1 (Subtle),0.0025,1.25,56,test,1,2201.0409,124.1163,1,4460.9183,5.0,1,0.398,0.7563,0,0.837817,8.361715,4.83423,1,2,1,1,3033.23
case30_branch_outage_057,case30,branch_outage,Tier 2 (Moderate),0.005,2.5,57,test,1,429.9612,124.1163,1,4474.3117,5.0,1,0.263,0.742,0,0.837101,8.362645,4.83423,1,2,1,1,2998.77
case30_branch_outage_058,case30,branch_outage,Tier 3 (Strong),0.008,4.0,58,test,1,1059.1982,124.1163,1,4516.9972,5.0,1,0.282,0.7116,0,0.83558,8.36196,4.83423,1,2,1,1,2990.45
case30_branch_outage_059,case30,branch_outage,Tier 4 (Severe),0.012,6.0,59,test,1,3373.7156,124.1163,1,4667.4274,5.0,1,0.7381,0.6943,0,0.834716,8.36048,4.83423,1,2,1,1,2990.94
case30_fdia_000,case30,fdia,Tier 1 (Subtle),0.002526,1.26,0,test,1,1874.4163,124.1163,1,4748.0627,5.0,1,1.292,0.6826,0,0.83413,8.358562,4.83423,1,2,1,1,3001.23
case30_fdia_001,case30,fdia,Tier 2 (Moderate),0.008436,4.22,1,test,1,503.0426,124.1163,1,4764.8582,5.0,1,0.3704,0.6991,0,0.834954,8.35766,4.83423,1,2,1,1,3006.56
case30_fdia_002,case30,fdia,Tier 3 (Strong),0.014544,7.27,2,test,1,2021.7539,124.1163,1,4852.3523,5.0,1,1.0386,0.7372,0,0.83686,8.358754,4.83423,1,2,1,1,3029.53
case30_fdia_003,case30,fdia,Tier 4 (Severe),0.03,15.0,3,test,1,4303.2037,124.1163,1,5046.0518,5.0,1,0.3155,0.7427,0,0.837133,8.360011,4.83423,1,2,1,1,3063.98
case30_fdia_004,case30,fdia,Tier 1 (Subtle),0.003832,1.92,4,test,1,1184.2508,124.1163,1,5094.5587,5.0,1,0.8871,0.7803,0,0.839015,8.363024,4.83423,1,2,1,1,3136.08
case30_fdia_005,case30,fdia,Tier 2 (Moderate),0.009585,4.79,5,test,1,325.8165,124.1163,1,5103.104,5.0,1,1.4751,0.8116,0,0.840579,8.367301,4.83423,1,2,1,1,3061.81
case30_fdia_006,case30,fdia,Tier 3 (Strong),0.01553,7.77,6,test,1,1583.9818,124.1163,1,5170.219,5.0,1,0.5762,0.7707,0,0.838534,8.369104,4.83423,1,2,1,1,3053.5
case30_fdia_007,case30,fdia,Tier 4 (Severe),0.03,15.0,7,test,1,4012.1964,124.1163,1,5350.3717,5.0,1,0.443,0.7573,0,0.837867,8.370061,4.83423,1,2,1,1,3077.55
case30_fdia_008,case30,fdia,Tier 1 (Subtle),0.003502,1.75,8,test,1,1387.9209,124.1163,1,5408.3597,5.0,1,0.8376,0.796,0,0.839801,8.372856,4.83423,1,2,1,1,3142.57
case30_fdia_009,case30,fdia,Tier 2 (Moderate),0.008539,4.27,9,test,1,617.7263,124.1163,1,5430.494,5.0,1,0.66,0.7766,0,0.838831,8.374401,4.83423,1,2,1,1,3064.03
case30_fdia_010,case30,fdia,Tier 3 (Strong),0.014309,7.15,10,test,1,1266.788,124.1163,1,5482.8431,5.0,1,0.7633,0.8138,0,0.840691,8.377653,4.83423,1,2,1,1,3057.57
case30_fdia_011,case30,fdia,Tier 4 (Severe),0.03,15.0,11,test,1,3991.0685,124.1163,1,5662.0122,5.0,1,0.3764,0.8045,0,0.840224,8.380111,4.83423,1,2,1,1,3071.73
case30_fdia_012,case30,fdia,Tier 1 (Subtle),0.003457,1.73,12,test,1,1230.7265,124.1163,1,5712.6826,5.0,1,0.5437,0.7381,0,0.836906,8.379006,4.83423,1,2,1,1,3135.95
case30_fdia_013,case30,fdia,Tier 2 (Moderate),0.006918,3.46,13,test,1,706.7529,124.1163,1,5738.9611,5.0,1,0.5152,0.7192,0,0.835958,8.377063,4.83423,1,2,1,1,3062.3
case30_fdia_014,case30,fdia,Tier 3 (Strong),0.012252,6.13,14,test,1,1482.3935,124.1163,1,5801.3471,5.0,1,1.7095,0.7593,0,0.837964,8.377321,4.83423,1,2,1,1,3048.14
case30_fdia_015,case30,fdia,Tier 4 (Severe),0.03,15.0,15,test,1,4163.5227,124.1163,1,5988.5442,5.0,1,0.4026,0.6944,0,0.834718,8.374307,4.83423,1,2,1,1,3061.6
case30_fdia_016,case30,fdia,Tier 1 (Subtle),0.002616,1.31,16,test,1,1256.187,124.1163,1,6040.3998,5.0,1,0.6454,0.7067,0,0.835337,8.372213,4.83423,1,2,1,1,3134.23
case30_fdia_017,case30,fdia,Tier 2 (Moderate),0.008146,4.07,17,test,1,474.4983,124.1163,1,6055.8665,5.0,1,0.1516,0.7012,0,0.835058,8.37005,4.83423,1,2,1,1,3060.11
case30_fdia_018,case30,fdia,Tier 3 (Strong),0.013972,6.99,18,test,1,2155.4154,124.1163,1,6149.5828,5.0,1,0.0917,0.6916,0,0.834582,8.367627,4.83423,1,2,1,1,3049.05
case30_fdia_019,case30,fdia,Tier 4 (Severe),0.03,15.0,19,test,1,3998.6627,124.1163,1,6329.1054,5.0,1,1.6285,0.7362,0,0.836808,8.367673,4.83423,1,2,1,1,3068.28
case30_fdia_020,case30,fdia,Tier 1 (Subtle),0.002901,1.45,20,test,1,1217.8197,124.1163,1,6379.175,5.0,1,1.8189,0.7625,0,0.838126,8.369031,4.83423,1,2,1,1,3134.3
case30_fdia_021,case30,fdia,Tier 2 (Moderate),0.006504,3.25,21,test,1,389.1782,124.1163,1,6390.6699,5.0,1,0.8704,0.7875,0,0.839376,8.371504,4.83423,1,2,1,1,3062.2
case30_fdia_022,case30,fdia,Tier 3 (Strong),0.014019,7.01,22,test,1,2252.2496,124.1163,1,6488.894,5.0,1,1.1549,0.7933,0,0.839666,8.37402,4.83423,1,2,1,1,3045.83
case30_fdia_023,case30,fdia,Tier 4 (Severe),0.03,15.0,23,test,1,3914.2731,124.1163,1,6664.4881,5.0,1,0.6519,0.8101,0,0.840507,8.377125,4.83423,1,2,1,1,3068.79
case30_fdia_024,case30,fdia,Tier 1 (Subtle),0.002917,1.46,24,test,1,1334.5893,124.1163,1,6719.9935,5.0,1,0.3217,0.7819,0,0.839094,8.378506,4.83423,1,2,1,1,3136.81
case30_fdia_025,case30,fdia,Tier 2 (Moderate),0.00713,3.56,25,test,1,575.5513,124.1163,1,6740.1644,5.0,1,0.4996,0.7331,0,0.836655,8.377311,4.83423,1,2,1,1,3060.59
case30_fdia_026,case30,fdia,Tier 3 (Strong),0.015712,7.86,26,test,1,2311.0457,124.1163,1,6841.1255,5.0,1,0.6537,0.737,0,0.836849,8.376429,4.83423,1,2,1,1,3046.65
case30_fdia_027,case30,fdia,Tier 4 (Severe),0.03,15.0,27,test,1,3934.2073,124.1163,1,7017.6476,5.0,1,0.4396,0.7368,0,0.83684,8.375626,4.83423,1,2,1,1,3071.23
case30_fdia_028,case30,fdia,Tier 1 (Subtle),0.003261,1.63,28,test,1,1446.377,124.1163,1,7078.3569,5.0,1,0.7637,0.7331,0,0.836656,8.374719,4.83423,1,2,1,1,3141.91
case30_fdia_029,case30,fdia,Tier 2 (Moderate),0.006503,3.25,29,test,1,562.4128,124.1163,1,7097.9162,5.0,1,0.0428,0.7023,0,0.835113,8.37236,4.83423,1,2,1,1,3062.58
case30_fdia_030,case30,fdia,Tier 3 (Strong),0.012967,6.48,30,test,1,2160.7502,124.1163,1,7191.8808,5.0,1,0.8525,0.7067,0,0.835335,8.370459,4.83423,1,2,1,1,3047.82
