sample_id,case,scenario,severity_tier,attack_magnitude,snr_estimate,sample_idx,split,y_true,nis,nis_threshold,a_nis,cusum_g,cusum_threshold,a_cusum,jitter_z,jitter_bar,a_jitter,s_comp,theta_seq,theta_threshold,a_seq,votes,d_k2,d_k1,S_cond
case9_stealth_drift_042,case9,stealth_drift,Tier 3 (Strong),0.018246,9.12,42,test,1,78.8067,46.9629,1,10137270.7426,5.0,1,3.0377,1.8108,0,0.810054,7.314402,4.30567,1,2,1,1,3117.67
case9_stealth_drift_043,case9,stealth_drift,Tier 4 (Severe),0.02794,13.97,43,test,1,142.2745,46.9629,1,10137279.5066,5.0,1,5.5134,1.8856,0,0.894278,7.477239,4.30567,1,2,1,1,3147.67
case9_stealth_drift_044,case9,stealth_drift,Tier 1 (Subtle),0.003438,1.72,44,test,1,346.8057,46.9629,1,10137306.8619,5.0,1,2.4131,1.9809,0,0.899044,7.628559,4.30567,1,2,1,1,3192.64
case9_stealth_drift_045,case9,stealth_drift,Tier 2 (Moderate),0.011877,5.94,45,test,1,14.9079,46.9629,0,10137304.0487,5.0,1,0.8129,1.9534,0,0.477032,7.342735,4.30567,1,1,0,1,3119.61
case9_stealth_drift_046,case9,stealth_drift,Tier 3 (Strong),0.021138,10.57,46,test,1,97.0881,46.9629,1,10137308.7054,5.0,1,1.9473,1.6539,0,0.882693,7.491154,4.30567,1,2,1,1,3119.56
case9_stealth_drift_047,case9,stealth_drift,Tier 4 (Severe),0.027072,13.54,47,test,1,94.4888,46.9629,1,10137313.1259,5.0,1,1.0517,1.6974,0,0.88487,7.626908,4.30567,1,2,1,1,3161.25
case9_stealth_drift_048,case9,stealth_drift,Tier 1 (Subtle),0.003615,1.81,48,test,1,432.7899,46.9629,1,10137348.2968,5.0,1,1.2084,1.3846,0,0.869231,7.733449,4.30567,1,2,1,1,3198.55
case9_stealth_drift_049,case9,stealth_drift,Tier 2 (Moderate),0.008303,4.15,49,test,1,17.0183,46.9629,0,10137345.6754,5.0,1,0.1739,1.3216,0,0.456675,7.416779,4.30567,1,1,0,1,3110.66
case9_stealth_drift_050,case9,stealth_drift,Tier 3 (Strong),0.016331,8.17,50,test,1,64.064,46.9629,1,10137347.3304,5.0,1,2.3052,1.3937,0,0.710719,7.38582,4.30567,1,2,1,1,3101.84
case9_stealth_drift_051,case9,stealth_drift,Tier 4 (Severe),0.02981,14.9,51,test,1,265.2189,46.9629,1,10137367.2696,5.0,1,0.3861,1.3824,0,0.869122,7.51636,4.30567,1,2,1,1,3134.17
case9_stealth_drift_052,case9,stealth_drift,Tier 1 (Subtle),0.004281,2.14,52,test,1,370.0077,46.9629,1,10137396.7339,5.0,1,1.3284,1.3836,0,0.869179,7.633903,4.30567,1,2,1,1,3196.48
case9_stealth_drift_053,case9,stealth_drift,Tier 2 (Moderate),0.008734,4.37,53,test,1,15.1147,46.9629,0,10137393.9395,5.0,1,1.4019,1.4534,0,0.453133,7.323645,4.30567,1,1,0,1,3118.18
case9_stealth_drift_054,case9,stealth_drift,Tier 3 (Strong),0.022854,11.43,54,test,1,204.4589,46.9629,1,10137408.3559,5.0,1,0.6128,1.4558,0,0.872792,7.464073,4.30567,1,2,1,1,3107.87
case9_stealth_drift_055,case9,stealth_drift,Tier 4 (Severe),0.027875,13.94,55,test,1,74.8768,46.9629,1,10137410.9936,5.0,1,0.7526,1.3367,0,0.765429,7.483095,4.30567,1,2,1,1,3167.67
case9_stealth_drift_056,case9,stealth_drift,Tier 1 (Subtle),0.004339,2.17,56,test,1,355.9498,46.9629,1,10137439.1801,5.0,1,0.2226,1.292,0,0.8646,7.599386,4.30567,1,2,1,1,3202.26
case9_stealth_drift_057,case9,stealth_drift,Tier 2 (Moderate),0.010539,5.27,57,test,1,10.8178,46.9629,0,10137435.9951,5.0,1,0.2372,1.2532,0,0.420245,7.259692,4.30567,1,1,0,1,3125.42
case9_stealth_drift_058,case9,stealth_drift,Tier 3 (Strong),0.021337,10.67,58,test,1,110.2904,46.9629,1,10137441.8519,5.0,1,0.083,1.2531,0,0.862653,7.396376,4.30567,1,2,1,1,3121.76
case9_stealth_drift_059,case9,stealth_drift,Tier 4 (Severe),0.030314,15.16,59,test,1,130.801,46.9629,1,10137449.573,5.0,1,0.1457,1.2327,0,0.861636,7.518375,4.30567,1,2,1,1,3161.87
case14_baseline_000,case14,baseline,Tier 0 (Benign),0.0,0.0,0,test,0,59.3587,66.2062,0,0.0,5.0,0,0.6032,0.6032,0,0.254304,0.254304,4.381372,0,0,0,0,3804.29
case14_baseline_001,case14,baseline,Tier 0 (Benign),0.0,0.0,1,test,0,33.3654,66.2062,0,0.0,5.0,0,1.0317,0.8175,0,0.166863,0.395736,4.381372,0,0,0,0,3807.72
case14_baseline_002,case14,baseline,Tier 0 (Benign),0.0,0.0,2,test,0,78.2788,66.2062,1,1.054,5.0,0,1.4427,1.0259,0,0.3785,0.734663,4.381372,0,1,0,1,3798.43
case14_baseline_003,case14,baseline,Tier 0 (Benign),0.0,0.0,3,test,0,76.5541,66.2062,1,1.9685,5.0,0,0.7065,0.946,0,0.395431,1.056627,4.381372,0,1,0,1,3827.25
case14_baseline_004,case14,baseline,Tier 0 (Benign),0.0,0.0,4,test,0,70.4245,66.2062,1,2.3874,5.0,0,0.4556,0.848,0,0.379947,1.330911,4.381372,0,1,0,1,3785.47
case14_baseline_005,case14,baseline,Tier 0 (Benign),0.0,0.0,5,test,0,65.9538,66.2062,0,2.4448,5.0,0,0.1854,0.7375,0,0.359267,1.557087,4.381372,0,0,0,0,3797.91
case14_baseline_006,case14,baseline,Tier 0 (Benign),0.0,0.0,6,test,0,45.3922,66.2062,0,0.8397,5.0,0,0.0901,0.645,0,0.228846,1.630225,4.381372,0,0,0,0,3823.49
case14_baseline_007,case14,baseline,Tier 0 (Benign),0.0,0.0,7,test,0,56.5237,66.2062,0,0.1346,5.0,0,0.3161,0.6039,0,0.247672,1.714874,4.381372,0,0,0,0,3790.71
case14_baseline_008,case14,baseline,Tier 0 (Benign),0.0,0.0,8,test,0,53.368,66.2062,0,0.0,5.0,0,0.5388,0.5967,0,0.231356,1.774742,4.381372,0,0,0,0,3829.72
case14_baseline_009,case14,baseline,Tier 0 (Benign),0.0,0.0,9,test,0,85.141,66.2062,1,1.6088,5.0,0,0.5808,0.5951,0,0.399518,1.996786,4.381372,0,1,0,1,3834.23
case14_baseline_010,case14,baseline,Tier 0 (Benign),0.0,0.0,10,test,0,57.3377,66.2062,0,0.9695,5.0,0,1.5163,0.6788,0,0.27954,2.076647,4.381372,0,0,0,0,3804.28
case14_baseline_011,case14,baseline,Tier 0 (Benign),0.0,0.0,11,test,0,46.6464,66.2062,0,0.0,5.0,0,0.4609,0.6607,0,0.209174,2.078157,4.381372,0,0,0,0,3805.67
case14_baseline_012,case14,baseline,Tier 0 (Benign),0.0,0.0,12,test,0,46.818,66.2062,0,0.0,5.0,0,0.0293,0.6121,0,0.207394,2.077736,4.381372,0,0,0,0,3805.87
case14_baseline_013,case14,baseline,Tier 0 (Benign),0.0,0.0,13,test,0,47.8215,66.2062,0,0.0,5.0,0,0.4634,0.6015,0,0.210652,2.080614,4.381372,0,0,0,0,3820.42
case14_baseline_014,case14,baseline,Tier 0 (Benign),0.0,0.0,14,test,0,69.1153,66.2062,1,0.313,5.0,0,0.2833,0.5803,0,0.29939,2.171942,4.381372,0,1,0,1,3819.51
case14_baseline_015,case14,baseline,Tier 0 (Benign),0.0,0.0,15,test,0,67.5492,66.2062,1,0.4994,5.0,0,1.8662,0.6606,0,0.303087,2.257835,4.381372,0,1,0,1,3825.43
case14_baseline_016,case14,baseline,Tier 0 (Benign),0.0,0.0,16,test,0,61.8074,66.2062,0,0.2216,5.0,0,1.6628,0.7196,0,0.276017,2.308068,4.381372,0,0,0,0,3800.33
case14_baseline_017,case14,baseline,Tier 0 (Benign),0.0,0.0,17,test,0,61.7964,66.2062,0,0.0,5.0,0,1.2118,0.7469,0,0.270695,2.347957,4.381372,0,0,0,0,3837.24
case14_baseline_018,case14,baseline,Tier 0 (Benign),0.0,0.0,18,test,0,57.2757,66.2062,0,0.0,5.0,0,1.0707,0.764,0,0.254477,2.367638,4.381372,0,0,0,0,3808.07
case14_baseline_019,case14,baseline,Tier 0 (Benign),0.0,0.0,19,test,0,93.2437,66.2062,1,2.2639,5.0,0,0.1296,0.7323,0,0.456627,2.587501,4.381372,0,1,0,1,3796.18
case14_baseline_020,case14,baseline,Tier 0 (Benign),0.0,0.0,20,test,0,61.8434,66.2062,0,1.989,5.0,0,0.392,0.7217,0,0.329281,2.658032,4.381372,0,0,0,0,3824.4
case14_baseline_021,case14,baseline,Tier 0 (Benign),0.0,0.0,21,test,0,60.5001,66.2062,0,1.6055,5.0,0,0.1146,0.6758,0,0.310409,2.702638,4.381372,0,0,0,0,3819.43
case14_baseline_022,case14,baseline,Tier 0 (Benign),0.0,0.0,22,test,0,56.6935,66.2062,0,0.9141,5.0,0,2.6403,0.7357,0,0.278289,2.710663,4.381372,0,0,0,0,3821.75
case14_baseline_023,case14,baseline,Tier 0 (Benign),0.0,0.0,23,test,0,50.9309,66.2062,0,0.0,5.0,0,0.0045,0.7006,0,0.22735,2.666947,4.381372,0,0,0,0,3818.94
case14_baseline_024,case14,baseline,Tier 0 (Benign),0.0,0.0,24,test,0,54.6929,66.2062,0,0.0,5.0,0,0.9286,0.7243,0,0.242738,2.642991,4.381372,0,0,0,0,3828.89
case14_baseline_025,case14,baseline,Tier 0 (Benign),0.0,0.0,25,test,0,58.3945,66.2062,0,0.0,5.0,0,1.5271,0.7914,0,0.26007,2.638762,4.381372,0,0,0,0,3802.66
case14_baseline_026,case14,baseline,Tier 0 (Benign),0.0,0.0,26,test,0,47.4736,66.2062,0,0.0,5.0,0,0.0781,0.7908,0,0.218802,2.593687,4.381372,0,0,0,0,3832.51
case14_baseline_027,case14,baseline,Tier 0 (Benign),0.0,0.0,27,test,0,60.0632,66.2062,0,0.0,5.0,0,0.6093,0.8054,0,0.267074,2.601393,4.381372,0,0,0,0,3797.48
case14_baseline_028,case14,baseline,Tier 0 (Benign),0.0,0.0,28,test,0,58.9328,66.2062,0,0.0,5.0,0,0.167,0.7868,0,0.261876,2.60313,4.381372,0,0,0,0,3814.15
case14_baseline_029,case14,baseline,Tier 0 (Benign),0.0,0.0,29,test,0,64.4342,66.2062,0,0.0,5.0,0,0.875,0.8015,0,0.283385,2.626202,4.381372,0,0,0,0,3812.92
case14_baseline_030,case14,baseline,Tier 0 (Benign),0.0,0.0,30,test,0,66.0066,66.2062,0,0.0617,5.0,0,1.6868,0.8101,0,0.2916,2.655182,4.381372,0,0,0,0,3799.67
case14_baseline_031,case14,baseline,Tier 0 (Benign),0.0,0.0,31,test,0,68.4193,66.2062,1,0.3184,5.0,0,0.8142,0.8277,0,0.309297,2.69896,4.381372,0,1,0,1,3795.51
case14_baseline_032,case14,baseline,Tier 0 (Benign),0.0,0.0,32,test,0,80.3671,66.2062,1,1.5412,5.0,0,0.869,0.8697,0,0.393196,2.82226,4.381372,0,1,0,1,3819.89
case14_baseline_033,case14,baseline,Tier 0 (Benign),0.0,0.0,33,test,0,63.1623,66.2062,0,1.373,5.0,0,1.9815,0.9456,0,0.326976,2.86701,4.381372,0,0,0,0,3826.39
case14_baseline_034,case14,baseline,Tier 0 (Benign),0.0,0.0,34,test,0,56.6225,66.2062,0,0.6759,5.0,0,0.2991,0.9464,0,0.281408,2.861717,4.381372,0,0,0,0,3806.96
case14_baseline_035,case14,baseline,Tier 0 (Benign),0.0,0.0,35,test,0,75.458,66.2062,1,1.5018,5.0,0,2.5077,0.9785,0,0.378912,2.954458,4.381372,0,1,0,1,3793.96
case14_baseline_036,case14,baseline,Tier 0 (Benign),0.0,0.0,36,test,0,37.363,66.2062,0,0.0,5.0,0,1.3149,0.9611,0,0.18914,2.848152,4.381372,0,0,0,0,3798.24
case14_baseline_037,case14,baseline,Tier 0 (Benign),0.0,0.0,37,test,0,61.131,66.2062,0,0.0,5.0,0,0.6658,0.9338,0,0.277525,2.840862,4.381372,0,0,0,0,3807.09
case14_baseline_038,case14,baseline,Tier 0 (Benign),0.0,0.0,38,test,0,87.8656,66.2062,1,1.8291,5.0,0,0.9866,0.9296,0,0.43314,2.989916,4.381372,0,1,0,1,3804.23
case14_baseline_039,case14,baseline,Tier 0 (Benign),0.0,0.0,39,test,0,74.8311,66.2062,1,2.6043,5.0,0,2.6702,1.0566,0,0.413528,3.104452,4.381372,0,1,0,1,3809.11
case14_baseline_040,case14,baseline,Tier 0 (Benign),0.0,0.0,40,test,0,72.2494,66.2062,1,3.1707,5.0,0,1.013,1.0877,0,0.422325,3.216332,4.381372,0,1,0,1,3801.77
case14_baseline_041,case14,baseline,Tier 0 (Benign),0.0,0.0,41,test,0,46.7093,66.2062,0,1.6721,5.0,0,0.3001,1.0969,0,0.281389,3.176087,4.381372,0,0,0,0,3799.91
case14_baseline_042,case14,baseline,Tier 0 (Benign),0.0,0.0,42,test,0,66.4102,66.2062,1,1.7664,5.0,0,1.8134,1.0556,0,0.356543,3.215022,4.381372,0,1,0,1,3804.5
case14_baseline_043,case14,baseline,Tier 0 (Benign),0.0,0.0,43,test,0,53.5568,66.2062,0,0.8215,5.0,0,2.1237,1.1616,0,0.284957,3.178477,4.381372,0,0,0,0,3814.6
case14_baseline_044,case14,baseline,Tier 0 (Benign),0.0,0.0,44,test,0,48.921,66.2062,0,0.0,5.0,0,0.5152,1.1409,0,0.241774,3.102404,4.381372,0,0,0,0,3799.19
case14_baseline_045,case14,baseline,Tier 0 (Benign),0.0,0.0,45,test,0,68.5628,66.2062,1,0.2684,5.0,0,2.0317,1.1661,0,0.325255,3.117418,4.381372,0,1,0,1,3814.27
case14_baseline_046,case14,baseline,Tier 0 (Benign),0.0,0.0,46,test,0,56.3013,66.2062,0,0.0,5.0,0,0.123,1.1684,0,0.271017,3.076693,4.381372,0,0,0,0,3804.66
case14_baseline_047,case14,baseline,Tier 0 (Benign),0.0,0.0,47,test,0,76.3205,66.2062,1,0.8956,5.0,0,0.6704,1.1714,0,0.373632,3.142655,4.381372,0,1,0,1,3812.3
case14_baseline_048,case14,baseline,Tier 0 (Benign),0.0,0.0,48,test,0,57.2676,66.2062,0,0.2507,5.0,0,0.9663,1.2114,0,0.284337,3.112727,4.381372,0,0,0,0,3818.05
case14_baseline_049,case14,baseline,Tier 0 (Benign),0.0,0.0,49,test,0,55.6786,66.2062,0,0.0,5.0,0,2.0731,1.2713,0,0.273812,3.075266,4.381372,0,0,0,0,3811.77
case14_baseline_050,case14,baseline,Tier 0 (Benign),0.0,0.0,50,test,0,72.68,66.2062,1,0.6013,5.0,0,0.298,1.2019,0,0.352576,3.120316,4.381372,0,1,0,1,3817.93
case14_baseline_051,case14,baseline,Tier 0 (Benign),0.0,0.0,51,test,0,49.3885,66.2062,0,0.0,5.0,0,0.8914,1.2057,0,0.246781,3.055065,4.381372,0,0,0,0,3774.79
case14_baseline_052,case14,baseline,Tier 0 (Benign),0.0,0.0,52,test,0,47.5916,66.2062,0,0.0,5.0,0,0.7041,1.1975,0,0.239583,2.989142,4.381372,0,0,0,0,3803.02
case14_baseline_053,case14,baseline,Tier 0 (Benign),0.0,0.0,53,test,0,33.9259,66.2062,0,0.0,5.0,0,0.7996,1.1384,0,0.185026,2.875253,4.381372,0,0,0,0,3796.85
case14_baseline_054,case14,baseline,Tier 0 (Benign),0.0,0.0,54,test,0,55.9634,66.2062,0,0.0,5.0,0,1.2135,1.1841,0,0.270527,2.858255,4.381372,0,0,0,0,3809.19
case14_baseline_055,case14,baseline,Tier 0 (Benign),0.0,0.0,55,test,0,61.1036,66.2062,0,0.0,5.0,0,1.2741,1.1224,0,0.286853,2.859282,4.381372,0,0,0,0,3831.47
case14_baseline_056,case14,baseline,Tier 0 (Benign),0.0,0.0,56,test,0,65.5356,66.2062,0,0.0236,5.0,0,0.0585,1.0596,0,0.301155,2.874509,4.381372,0,0,0,0,3816.4
case14_baseline_057,case14,baseline,Tier 0 (Benign),0.0,0.0,57,test,0,54.1365,66.2062,0,0.0,5.0,0,0.7884,1.0657,0,0.25771,2.844768,4.381372,0,0,0,0,3800.86
case14_baseline_058,case14,baseline,Tier 0 (Benign),0.0,0.0,58,test,0,57.3069,66.2062,0,0.0,5.0,0,1.8028,1.1065,0,0.271722,2.832013,4.381372,0,0,0,0,3817.57
case14_baseline_059,case14,baseline,Tier 0 (Benign),0.0,0.0,59,test,0,65.5643,66.2062,0,0.0259,5.0,0,2.532,1.0996,0,0.303334,2.852146,4.381372,0,0,0,0,3810.21
case14_branch_outage_000,case14,branch_outage,Tier 1 (Subtle),0.0025,1.25,0,test,1,73.3333,66.2062,1,0.68,5.0,0,0.7086,1.0844,0,0.351532,2.918464,4.381372,0,1,0,1,3816.32
case14_branch_outage_001,case14,branch_outage,Tier 2 (Moderate),0.005,2.5,1,test,1,264.1836,66.2062,1,16.7654,5.0,1,0.1982,1.0793,0,0.853965,3.480583,4.381372,0,2,1,1,3777.01
case14_branch_outage_002,case14,branch_outage,Tier 3 (Strong),0.008,4.0,2,test,1,414.8691,66.2062,1,45.0345,5.0,1,1.0541,1.0413,0,0.852067,3.984591,4.381372,0,2,1,1,3807.95
case14_branch_outage_003,case14,branch_outage,Tier 4 (Severe),0.012,6.0,3,test,1,1876.4125,66.2062,1,191.4774,5.0,1,0.7218,0.9712,0,0.848562,4.434694,4.381372,1,2,1,1,3870.67
case14_branch_outage_004,case14,branch_outage,Tier 1 (Subtle),0.0025,1.25,4,test,1,1087.5537,66.2062,1,274.1367,5.0,1,1.0672,0.9988,0,0.849942,4.841166,4.381372,1,2,1,1,3884.0
case14_branch_outage_005,case14,branch_outage,Tier 2 (Moderate),0.005,2.5,5,test,1,160.2184,66.2062,1,281.8159,5.0,1,0.4081,0.9177,0,0.845883,5.202933,4.381372,1,2,1,1,3823.77
case14_branch_outage_006,case14,branch_outage,Tier 3 (Strong),0.008,4.0,6,test,1,327.7393,66.2062,1,303.0401,5.0,1,1.7832,1.0007,0,0.850033,5.532673,4.381372,1,2,1,1,3824.62
case14_branch_outage_007,case14,branch_outage,Tier 4 (Severe),0.012,6.0,7,test,1,1090.3372,66.2062,1,385.9245,5.0,1,1.0185,1.0181,0,0.850903,5.830309,4.381372,1,2,1,1,3744.55
case14_branch_outage_008,case14,branch_outage,Tier 1 (Subtle),0.0025,1.25,8,test,1,611.9125,66.2062,1,430.1256,5.0,1,1.8149,1.0605,0,0.853025,6.100303,4.381372,1,2,1,1,3852.75
case14_branch_outage_009,case14,branch_outage,Tier 2 (Moderate),0.005,2.5,9,test,1,265.1474,66.2062,1,446.2889,5.0,1,0.3973,0.9767,0,0.848835,6.339107,4.381372,1,2,1,1,3835.37
case14_branch_outage_010,case14,branch_outage,Tier 3 (Strong),0.008,4.0,10,test,1,492.1405,66.2062,1,480.8059,5.0,1,1.2951,1.0266,0,0.851328,6.556524,4.381372,1,2,1,1,3811.31
case14_branch_outage_011,case14,branch_outage,Tier 4 (Severe),0.012,6.0,11,test,1,975.6899,66.2062,1,554.4204,5.0,1,1.0589,1.0349,0,0.851746,6.752618,4.381372,1,2,1,1,3824.97
case14_branch_outage_012,case14,branch_outage,Tier 1 (Subtle),0.0025,1.25,12,test,1,606.4315,66.2062,1,598.1784,5.0,1,0.0915,1.0043,0,0.850215,6.927571,4.381372,1,2,1,1,3767.37
case14_branch_outage_013,case14,branch_outage,Tier 2 (Moderate),0.005,2.5,13,test,1,168.739,66.2062,1,606.5465,5.0,1,0.4233,0.9855,0,0.849274,7.084088,4.381372,1,2,1,1,3792.25
case14_branch_outage_014,case14,branch_outage,Tier 3 (Strong),0.008,4.0,14,test,1,584.2459,66.2062,1,648.5107,5.0,1,0.5758,0.9536,0,0.84768,7.22336,4.381372,1,2,1,1,3837.42
case14_branch_outage_015,case14,branch_outage,Tier 4 (Severe),0.012,6.0,15,test,1,1646.5696,66.2062,1,776.3695,5.0,1,1.4028,0.96,0,0.848002,7.349025,4.381372,1,2,1,1,3765.0
case14_branch_outage_016,case14,branch_outage,Tier 1 (Subtle),0.0025,1.25,16,test,1,1111.8402,66.2062,1,860.9926,5.0,1,1.7677,1.0455,0,0.852275,7.466398,4.381372,1,2,1,1,3773.25
case14_branch_outage_017,case14,branch_outage,Tier 2 (Moderate),0.005,2.5,17,test,1,214.1759,66.2062,1,873.0345,5.0,1,1.3881,1.0755,0,0.853774,7.573532,4.381372,1,2,1,1,3799.23
case14_branch_outage_018,case14,branch_outage,Tier 3 (Strong),0.008,4.0,18,test,1,731.7586,66.2062,1,926.9259,5.0,1,0.6836,1.0195,0,0.850976,7.667155,4.381372,1,2,1,1,3843.69
case14_branch_outage_019,case14,branch_outage,Tier 4 (Severe),0.012,6.0,19,test,1,1186.4594,66.2062,1,1017.5823,5.0,1,0.9692,0.9414,0,0.847069,7.747508,4.381372,1,2,1,1,3778.2
case14_branch_outage_020,case14,branch_outage,Tier 1 (Subtle),0.0025,1.25,20,test,1,776.7233,66.2062,1,1075.1093,5.0,1,1.0154,0.9567,0,0.847836,7.820594,4.381372,1,2,1,1,3864.37
case14_branch_outage_021,case14,branch_outage,Tier 2 (Moderate),0.005,2.5,21,test,1,242.8027,66.2062,1,1089.4659,5.0,1,3.5455,1.1241,0,0.856204,7.894739,4.381372,1,2,1,1,3804.4
case14_branch_outage_022,case14,branch_outage,Tier 3 (Strong),0.008,4.0,22,test,1,457.0397,66.2062,1,1121.1447,5.0,1,0.2683,1.0848,0,0.85424,7.959505,4.381372,1,2,1,1,3854.72
case14_branch_outage_023,case14,branch_outage,Tier 4 (Severe),0.012,6.0,23,test,1,1284.3158,66.2062,1,1219.7134,5.0,1,0.1464,1.056,0,0.852801,8.016355,4.381372,1,2,1,1,3859.63
case14_branch_outage_024,case14,branch_outage,Tier 1 (Subtle),0.0025,1.25,24,test,1,995.8218,66.2062,1,1294.9557,5.0,1,0.6384,1.0346,0,0.851729,8.066449,4.381372,1,2,1,1,3664.05
case14_branch_outage_025,case14,branch_outage,Tier 2 (Moderate),0.005,2.5,25,test,1,196.8022,66.2062,1,1305.5929,5.0,1,1.3938,1.0839,0,0.854194,8.113998,4.381372,1,2,1,1,3842.02
case14_branch_outage_026,case14,branch_outage,Tier 3 (Strong),0.008,4.0,26,test,1,762.9337,66.2062,1,1362.0049,5.0,1,1.877,1.0886,0,0.854428,8.157026,4.381372,1,2,1,1,3779.58
case14_branch_outage_027,case14,branch_outage,Tier 4 (Severe),0.012,6.0,27,test,1,2660.1558,66.2062,1,1571.8177,5.0,1,0.7664,1.076,0,0.853798,8.195122,4.381372,1,2,1,1,3928.05
case14_branch_outage_028,case14,branch_outage,Tier 1 (Subtle),0.0025,1.25,28,test,1,1493.8593,66.2062,1,1687.3291,5.0,1,0.3995,1.0052,0,0.85026,8.225869,4.381372,1,2,1,1,3716.29
case14_branch_outage_029,case14,branch_outage,Tier 2 (Moderate),0.005,2.5,29,test,1,284.3443,66.2062,1,1705.0445,5.0,1,0.1204,0.9913,0,0.849567,8.25285,4.381372,1,2,1,1,3828.46
case14_branch_outage_030,case14,branch_outage,Tier 3 (Strong),0.008,4.0,30,test,1,559.9542,66.2062,1,1745.0446,5.0,1,1.1522,0.9842,0,0.84921,8.276775,4.381372,1,2,1,1,3827.9
case14_branch_outage_031,case14,branch_outage,Tier 4 (Severe),0.012,6.0,31,test,1,1775.0884,66.2062,1,1883.2948,5.0,1,0.7513,0.9688,0,0.848441,8.297539,4.381372,1,2,1,1,3861.6
case14_branch_outage_032,case14,branch_outage,Tier 1 (Subtle),0.0025,1.25,32,test,1,1273.0899,66.2062,1,1980.9558,5.0,1,0.0142,0.965,0,0.848248,8.316033,4.381372,1,2,1,1,3871.2
case14_branch_outage_033,case14,branch_outage,Tier 2 (Moderate),0.005,2.5,33,test,1,208.0796,66.2062,1,1992.5048,5.0,1,0.1269,0.9501,0,0.847507,8.331936,4.381372,1,2,1,1,3838.57
case14_branch_outage_034,case14,branch_outage,Tier 3 (Strong),0.008,4.0,34,test,1,941.9507,66.2062,1,2063.3914,5.0,1,0.9581,0.9693,0,0.848463,8.347205,4.381372,1,2,1,1,3802.18
case14_branch_outage_035,case14,branch_outage,Tier 4 (Severe),0.012,6.0,35,test,1,1281.2544,66.2062,1,2161.7125,5.0,1,0.0193,0.9001,0,0.845004,8.357488,4.381372,1,2,1,1,3856.52
case14_branch_outage_036,case14,branch_outage,Tier 1 (Subtle),0.0025,1.25,36,test,1,866.5839,66.2062,1,2226.5052,5.0,1,0.3772,0.8306,0,0.841528,8.363267,4.381372,1,2,1,1,3832.48
case14_branch_outage_037,case14,branch_outage,Tier 2 (Moderate),0.005,2.5,37,test,1,240.3821,66.2062,1,2240.6661,5.0,1,0.3859,0.7804,0,0.839022,8.365962,4.381372,1,2,1,1,3834.81
case14_branch_outage_038,case14,branch_outage,Tier 3 (Strong),0.008,4.0,38,test,1,765.5301,66.2062,1,2297.288,5.0,1,1.3805,0.8153,0,0.840764,8.37013,4.381372,1,2,1,1,3755.89
case14_branch_outage_039,case14,branch_outage,Tier 4 (Severe),0.012,6.0,39,test,1,1535.1298,66.2062,1,2416.1363,5.0,1,2.0736,0.8705,0,0.843525,8.376642,4.381372,1,2,1,1,3847.68
case14_branch_outage_040,case14,branch_outage,Tier 1 (Subtle),0.0025,1.25,40,test,1,956.1694,66.2062,1,2488.1725,5.0,1,0.9561,0.8675,0,0.843377,8.382355,4.381372,1,2,1,1,3862.82
case14_branch_outage_041,case14,branch_outage,Tier 2 (Moderate),0.005,2.5,41,test,1,306.5374,66.2062,1,2507.6824,5.0,1,1.0986,0.7452,0,0.83726,8.381379,4.381372,1,2,1,1,3807.47
case14_branch_outage_042,case14,branch_outage,Tier 3 (Strong),0.008,4.0,42,test,1,528.3675,66.2062,1,2545.1285,5.0,1,0.7505,0.7693,0,0.838465,8.381706,4.381372,1,2,1,1,3808.25
case14_branch_outage_043,case14,branch_outage,Tier 4 (Severe),0.012,6.0,43,test,1,883.9924,66.2062,1,2611.3288,5.0,1,0.7693,0.8004,0,0.840022,8.383558,4.381372,1,2,1,1,3832.77
case14_branch_outage_044,case14,branch_outage,Tier 1 (Subtle),0.0025,1.25,44,test,1,432.2291,66.2062,1,2641.0016,5.0,1,0.1106,0.7741,0,0.838703,8.383905,4.381372,1,2,1,1,3767.88
case14_branch_outage_045,case14,branch_outage,Tier 2 (Moderate),0.005,2.5,45,test,1,309.6638,66.2062,1,2660.7643,5.0,1,0.1435,0.7115,0,0.835577,8.381091,4.381372,1,2,1,1,3756.91
case14_branch_outage_046,case14,branch_outage,Tier 3 (Strong),0.008,4.0,46,test,1,348.5883,66.2062,1,2683.6742,5.0,1,0.9052,0.663,0,0.833148,8.37613,4.381372,1,2,1,1,3858.98
case14_branch_outage_047,case14,branch_outage,Tier 4 (Severe),0.012,6.0,47,test,1,1267.2494,66.2062,1,2780.8629,5.0,1,0.4789,0.6486,0,0.832429,8.370946,4.381372,1,2,1,1,3756.49
case14_branch_outage_048,case14,branch_outage,Tier 1 (Subtle),0.0025,1.25,48,test,1,904.4235,66.2062,1,2848.7152,5.0,1,2.0596,0.7316,0,0.836579,8.37043,4.381372,1,2,1,1,3704.4
case14_branch_outage_049,case14,branch_outage,Tier 2 (Moderate),0.005,2.5,49,test,1,236.3504,66.2062,1,2862.5501,5.0,1,1.7259,0.8119,0,0.840593,8.37398,4.381372,1,2,1,1,3822.14
case14_branch_outage_050,case14,branch_outage,Tier 3 (Strong),0.008,4.0,50,test,1,947.1175,66.2062,1,2933.8544,5.0,1,0.3717,0.7728,0,0.838641,8.375224,4.381372,1,2,1,1,3886.71
