precision_mean,precision_ci_low,precision_ci_high,recall_mean,recall_ci_low,recall_ci_high,f1_mean,f1_ci_low,f1_ci_high
0.9980822360769163,0.9943074003795066,1.0,0.7578664814651752,0.7281324156924216,0.7889064375576811,0.8614554056226338,0.8417755785550602,0.8813335263183287
