FPR,TPR
0.0,0.0
0.0,0.2
0.09090909090909091,0.2
0.09090909090909091,0.4
0.2727272727272727,0.4
0.2727272727272727,0.6
0.45454545454545453,0.6
0.45454545454545453,0.8
0.8181818181818182,0.8
0.8181818181818182,1.0
1.0,1.0
